'fulfill via','vendor inco term','shipment mode','po sent to vendor date',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','line item insurance (usd)','sub classification'
'Direct Drop',EXW,Air,9/30/11,Generic,300/150/300mg,'Tablet - FDC',59.059059,6.450021,18.817235,20.807943,1.969411,'Mylan (formerly Matrix) Nashik',True,0.763978,23.973722,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,0.625808,2.686143,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',True,5.410834,3.318441,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,5.35163,1.522326,2.028774,0.209512,'Aurobindo Unit III India',True,0.815299,2.534884,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,1.703231,0.603798,2.526679,0.251414,'Aurobindo Unit III India',True,0.116638,0.745936,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,16.127471,19.086052,8.44208,0.796145,'Mylan (formerly Matrix) Nashik',True,3.636771,18.229369,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,300mg,Tablet,29.029029,11.925845,5.019464,3.002289,0.544731,'Mylan (formerly Matrix) Nashik',True,0.90861,5.434303,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,90.972874,125.753072,9.861479,1.843704,'Mylan (formerly Matrix) Nashik',True,8.031688,136.132603,Adult
'Direct Drop',EXW,Air,2/28/14,Generic,10mg/ml,'Oral suspension',239.239239,15.675857,2.465931,1.122143,0.041902,'Aurobindo Unit III India',True,5.091246,1.957595,Pediatric
'Direct Drop',CIP,Air,11/2/09,Videx,50mg,'Chewable/dispersible tablet',59.059059,0.62097,0.616096,7.059838,0.670438,'BMS Meymac France',True,0.090978,0.932744,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200mg,Tablet,59.059059,96.772893,26.008106,1.917303,0.167609,'Hetero Unit III Hyderabad IN',True,11.367533,33.135109,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,75.571212,23.931356,2.259148,0.209512,'Aurobindo Unit III India',False,41.075215,29.564996,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,8.18551,3.539219,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',False,0.884116,3.38071,Pediatric
'Direct Drop',EXW,Air,12/15/14,Generic,300/100mg,Tablet,29.029029,22.29362,41.803495,13.376535,2.514142,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',True,2.105315,33.181811,Adult
'Direct Drop',EXW,Air,11/14/14,Generic,150mg,Tablet,59.059059,2.320975,0.435485,1.337653,0.125707,'Hetero Unit III Hyderabad IN',True,0.115472,0.345076,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,5.459695,4.26664,5.573556,0.502828,'Cipla Goa India',True,0.402401,5.270846,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,16.669409,10.766684,4.607473,0.125707,'Aurobindo Unit III India',False,41.075215,13.301005,Pediatric
'Direct Drop',DDP,Air,3/27/09,Generic,200mg,Capsule,89.089089,3.224204,7.284958,16.111293,1.005657,'Aurobindo Unit III India',False,1.519792,11.025577,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',99.099099,10.93068,1.480412,0.966083,0.041902,'Aurobindo Unit III India',True,1.583943,1.175335,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,1.659683,2.028162,8.70961,1.634192,'Aurobindo Unit III India',True,0.292761,2.505046,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,5.987116,6.862074,8.174549,1.550388,'Aurobindo Unit III India',False,7.646783,10.384721,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,20mg/ml,'Oral solution',239.239239,0.991939,1.515164,10.879581,0.251414,'Aurobindo Unit III India',False,0.435059,2.29359,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,27.41783,32.560536,8.471805,0.796145,'Aurobindo Unit III India',True,2.23245,49.277156,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,32.256556,33.602205,7.431408,1.382778,'Mylan (formerly Matrix) Nashik',True,2.100649,55.938685,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,63.998594,36.933393,4.117,0.754243,'Mylan (formerly Matrix) Nashik',True,3.882877,39.982149,Adult
'Direct Drop',EXW,Air,3/31/08,Generic,600mg,Tablet,29.029029,10.837132,12.961311,8.531257,1.59229,'Mylan (formerly Matrix) Nashik',True,0.60885,16.012319,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,1.546779,0.359678,1.657204,0.167609,'Micro labs Verna Goa India',False,2.385246,0.285401,Adult
'Direct Drop',EXW,Air,11/7/12,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,6.258085,2.608203,2.972563,0.293317,'Strides Bangalore India.',False,3.239035,2.490776,Pediatric
'Direct Drop',FCA,Air,3/4/15,Aluvia,200/50mg,Tablet,119.119119,7.256475,45.967816,45.182961,2.137021,'ABBVIE Ludwigshafen Germany',False,1.519792,41.776287,Adult
'Direct Drop',EXW,Air,12/14/06,Determine,300mg,'Test kit',99.099099,7.498411,62.500101,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',True,1.99101,31.149964,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,12.901655,15.080669,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',True,1.915195,25.10495,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,124.192336,41.527285,2.385482,0.460926,'Micro labs Verna Goa India',False,7.397178,32.962571,Adult
'Direct Drop',DDP,Truck,8/27/14,Generic,50mg,Capsule,29.029029,0.027419,0.010029,2.467227,0.460926,'Aurobindo Unit III India',False,1.519792,0.009081,Pediatric
'Direct Drop',EXW,Air,3/3/14,Generic,250mg,'Delayed-release capsules',29.029029,3.224204,2.547047,5.633007,1.047559,'Aurobindo Unit III India',True,0.174957,2.021161,Adult
'Direct Drop',EXW,Ocean,6/26/14,Generic,10mg/ml,'Oral solution',239.239239,3.28872,0.685485,1.486282,0.041902,'Aurobindo Unit III India',True,1.519792,0.54356,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,12.417782,14.528081,8.345471,0.796145,'Mylan (formerly Matrix) Nashik',False,14.472435,11.531516,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,52.092104,25.504174,3.492762,0.670438,'Hetero Unit III Hyderabad IN',False,7.614124,24.360312,Adult
'Direct Drop',EXW,Air,3/25/09,OraQuick,300mg,'Test kit',99.099099,0.030645,1.176077,260.099284,14.665829,'Pacific Biotech Thailand',True,0.055986,1.779867,'HIV test'
'Direct Drop',FCA,Air,6/23/14,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.12742,0.414248,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',True,0.158628,0.328212,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Uni-Gold,300mg,'Test kit',19.019019,0.159678,0.537635,23.780506,6.704379,'Trinity Biotech Plc',True,0.076981,31.149964,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,31.837199,39.831617,8.925121,1.676095,'Aurobindo Unit III India',True,3.430322,49.2084,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,31.111391,23.334715,5.350614,0.502828,'Cipla Goa India',True,2.444731,35.314538,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Invirase,200mg,Capsule,269.269269,0.035484,0.303885,58.440593,1.215169,'Roche Basel',False,2.499551,0.374914,Adult
'Direct Drop',EXW,Ocean,4/3/12,Generic,600/300/300mg,'Tablet - FDC',29.029029,63.434076,85.902356,9.660831,1.801802,'Mylan (formerly Matrix) Nashik',True,5.162395,92.992875,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,238.768512,192.010666,5.737047,0.544731,'Strides Bangalore India.',False,38.989729,174.500937,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,11.461327,2.507514,1.560596,0.041902,'Aurobindo Unit III India',True,3.071077,3.794542,Pediatric
'Direct Drop',DDP,Truck,10/3/14,Isentress,400mg,Tablet,59.059059,0.075807,0.682614,62.899438,5.908234,'MSD Haarlem NL',False,1.519792,0.542263,Adult
'Direct Drop',DDP,Truck,11/28/14,Generic,150mg,Tablet,59.059059,0.258065,0.178705,4.912161,0.460926,'Aurobindo Unit III India',False,1.519792,0.141403,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,2.78388,5.718956,14.647305,0.670438,'Mylan (formerly Matrix) Nashik',False,1.901198,4.53918,Adult
'Direct Drop',EXW,Air,2/7/13,Generic,50mg,Capsule,29.029029,0.269356,0.056452,1.486282,0.293317,'Micro labs Verna Goa India',True,0.009331,0.054486,Pediatric
'Direct Drop',DDP,Truck,1/21/08,'Videx EC',400mg,'Delayed-release capsules - blister',29.029029,1.288714,3.649199,20.176273,3.771213,'BMS Meymac France',True,1.519792,4.508046,Adult
'Direct Drop',EXW,Air,'N/A - From RDC',InstantCHEK,300mg,'Test kit',99.099099,0.014516,0.142809,63.166969,3.561701,'EY Laboratories USA',True,1.519792,31.149964,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,0.401614,1.726313,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',True,0.12247,31.149964,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,18.051671,38.024668,15.026307,0.71234,'ABBVIE Ludwigshafen Germany',True,2.936943,36.318633,Adult
'Direct Drop',DDP,Truck,5/29/15,Norvir,80mg/ml,'Oral solution',89.089089,0.001613,0.001552,3.433311,0.209512,'ABBVIE (Abbott) France',True,1.519792,0.001297,Pediatric
'Direct Drop',DDP,Truck,12/10/14,Aluvia,200/50mg,Tablet,119.119119,0.074194,0.163292,15.368152,0.71234,'ABBVIE Ludwigshafen Germany',False,1.519792,0.14789,Adult
'Direct Drop',EXW,Air,5/21/13,Determine,300mg,'Test kit',99.099099,7.095184,59.13988,59.451265,3.352189,'Alere Medical Co. Ltd.',True,2.108814,56.486137,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,3.714528,0.743227,1.42683,0.041902,'Aurobindo Unit III India',False,1.848711,1.124741,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,29.814612,16.647366,3.983235,0.754243,'Cipla Kurkumbh India',False,5.232378,18.021805,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,20mg,Capsule,59.059059,5.240339,0.780831,1.062691,0.083805,'Aurobindo Unit III India',True,0.251938,1.299874,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Capsule,89.089089,0.675809,1.076816,11.340329,0.71234,'Aurobindo Unit III India',True,0.232109,1.629383,Pediatric
'Direct Drop',DDP,Truck,8/29/14,Generic,200mg,Capsule,89.089089,0.093549,0.258028,19.343955,1.215169,'Aurobindo Unit III India',False,1.519792,0.246483,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,17.295217,34.053079,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',True,2.576532,32.525388,Adult
'Direct Drop',EXW,Air,1/15/13,Determine,300mg,'Test kit',99.099099,4.761306,39.690924,59.451265,3.352189,'Alere Medical Co. Ltd.',True,1.497631,37.910394,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,8.006477,1.751767,1.560596,0.041902,'Aurobindo Unit III India',True,2.080821,2.23132,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,24.192014,4.964726,1.463987,0.041902,'Aurobindo Unit III India',False,12.686708,6.133537,Pediatric
'Direct Drop',DDP,Truck,8/27/14,Generic,300mg,Tablet,29.029029,0.338711,0.801194,16.794982,3.142678,'Aurobindo Unit III India',False,1.519792,0.765395,Adult
'Direct Drop',EXW,Air,5/23/11,Determine,300mg,'Test kit',99.099099,4.062916,37.681512,66.139532,3.729311,'Inverness Japan',True,1.400822,48.007119,'HIV test'
'Direct Drop',FCA,Air,10/10/13,Aluvia,200/50mg,Tablet,119.119119,11.338746,71.845785,45.197824,2.137021,'ABBVIE Ludwigshafen Germany',True,2.006172,68.622186,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,16.782312,44.494813,18.912934,1.759899,'Mylan (formerly Matrix) Nashik',False,12.672712,67.337879,Adult
'Direct Drop',EXW,Air,10/18/10,Generic,30mg,Capsule,59.059059,25.114597,3.793588,1.077554,0.083805,'Hetero Unit III Hyderabad IN',False,6.250627,6.315156,Adult
'Direct Drop',DDP,Truck,10/9/14,Prezista,600mg,Tablet,59.059059,0.003226,0.025536,37.647513,3.519799,'Janssen-Cilag Latina IT',False,1.519792,0.020756,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,0.206452,0.035328,1.21132,0.041902,'Aurobindo Unit III India',True,0.295094,0.02854,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,2.685493,0.951682,2.526679,0.251414,'Aurobindo Unit III India',False,0.275266,1.175335,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,60/30mg,'Tablet - FDC',59.059059,0.930648,0.388441,2.972563,0.293317,'Mylan (formerly Matrix) Nashik',True,0.027993,0.371022,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,541.935619,541.936358,7.134152,1.340876,'Mylan (formerly Matrix) Nashik',True,44.269928,430.167453,Adult
'Direct Drop',EXW,Air,1/23/12,'Colloidal Gold',300mg,'Test kit',0.0,1.772586,4.527897,18.20695,102.6608,'KHB Test Kit Facility Shanghai China',True,0.909776,4.901121,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,9.900032,11.572529,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',True,1.770564,14.74358,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,'Test kit - Ancillary',99.099099,0.017742,2e-05,0.007431,0.0,'Inverness Japan',False,0.022161,0.0,'HIV test - Ancillary'
'Direct Drop',DDP,Air,'N/A - From RDC',Zerit,20mg,Capsule,59.059059,0.48226,0.203629,3.002289,0.293317,'BMS Meymac France',False,1.519792,0.308752,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,2.383879,2.01524,6.026872,0.586633,'Hetero Unit III Hyderabad IN',True,1.519792,1.831758,Adult
'Direct Drop',EXW,Air,6/24/10,Generic,200mg,Tablet,59.059059,46.45015,12.580665,1.932166,0.167609,'Aurobindo Unit III India',True,3.961024,20.943278,Adult
'Direct Drop',FCA,Air,2/10/10,Aluvia,200/50mg,Tablet,119.119119,0.772583,2.916134,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',True,0.14813,4.854419,Adult
'Direct Drop',EXW,Air,10/7/13,Generic,200mg,Tablet,59.059059,20.864583,4.999185,1.709224,0.167609,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',True,1.020582,4.775285,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,26.63557,82.353157,22.056419,1.047559,'Aurobindo Unit III India',True,4.65502,89.150334,Adult
'Direct Drop',FCA,Air,11/6/09,Generic,100/25mg,Tablet,59.059059,0.070968,0.068347,6.717993,0.628536,'ABBVIE Ludwigshafen Germany',True,0.015163,0.103782,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,15.282307,15.124688,7.059838,0.670438,'Aurobindo Unit III India',True,1.17571,18.686012,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,2.612912,1.293643,3.529919,0.670438,'Mylan (formerly Matrix) Nashik',False,0.417564,2.153484,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,25.627502,32.330008,8.999435,1.676095,'Mylan (formerly Matrix) Nashik',True,2.107647,30.87914,Adult
'Direct Drop',CIP,Air,3/7/10,Generic,200/50mg,Tablet,119.119119,6.837119,26.614021,27.763741,1.298973,'Aurobindo Unit III India',True,1.222366,40.277929,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Videx,25mg,'Chewable/dispersible tablet',59.059059,0.014516,0.020682,9.148063,0.87995,'BMS Meymac France',False,1.519792,0.031135,Pediatric
'Direct Drop',EXW,Air,1/12/10,Generic,150mg,Tablet,59.059059,30.888809,8.366143,1.932166,0.167609,'Mylan (formerly Matrix) Nashik',False,2.482055,13.927591,Adult
'Direct Drop',CIP,Air,5/7/07,'Videx EC',250mg,'Delayed-release capsules - blister',29.029029,0.069355,0.144431,14.520971,2.723654,'BMS Meymac France',True,1.519792,0.179025,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,22.337169,5.002948,1.597753,0.041902,'Aurobindo Unit III India',True,41.075215,6.180239,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,7.529057,2.510219,2.378051,0.209512,'Cipla Goa India',False,12.350791,4.178537,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,10.643583,3.559482,2.385482,0.460926,'Strides Bangalore India.',False,7.397178,2.825474,Adult
'Direct Drop',DDP,Truck,4/2/09,Viread,300mg,Tablet,29.029029,1.046778,2.321744,15.799174,2.975068,'Aspen-OSD Port Elizabeth SA',True,1.519792,3.51433,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.051613,0.244229,32.735353,3.058873,'Aurobindo Unit III India',False,0.429228,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,1.856458,1.56968,6.026872,0.586633,'Hetero Unit III Hyderabad IN',False,0.636843,1.245388,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.030645,0.04916,10.87215,1.005657,'Mylan (formerly Matrix) Nashik',False,0.048988,0.053188,Adult
'Direct Drop',DDP,Truck,8/24/15,Isentress,400mg,Tablet,59.059059,0.017742,0.132566,48.861508,4.60926,'MSD Haarlem NL',False,1.519792,0.10508,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,3.125817,0.794887,1.813264,0.167609,'Aurobindo Unit III India',False,2.514714,1.202578,Adult
'Direct Drop',EXW,Air,4/30/14,Generic,600/300/300mg,'Tablet - FDC',29.029029,23.837174,26.073631,7.802979,1.466583,'Hetero Unit III Hyderabad IN',True,1.94902,20.696795,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Determine,300mg,'Test kit',99.099099,1.369359,11.42475,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',True,0.227444,14.114399,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200mg,Tablet,59.059059,0.406453,0.12327,2.155108,0.209512,'Aurobindo Unit III India',False,0.130634,0.186808,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,6.450021,5.887106,6.509913,0.628536,'Hetero Unit III Hyderabad IN',True,0.306758,9.800945,Adult
'Direct Drop',EXW,'Air Charter',5/27/14,Generic,300/300mg,'Tablet - FDC',29.029029,25.82589,12.429466,3.433311,0.628536,'Hetero Unit III Hyderabad IN',True,1.712245,9.865809,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,89.611579,31.737954,2.526679,0.251414,'Hetero Unit III Hyderabad IN',True,3.760407,39.210268,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,6.450021,2.688176,2.972563,0.293317,'Cipla Goa India',False,10.444927,4.068268,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Determine,300mg,'Test kit',99.099099,0.966132,8.064529,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',False,0.6765,31.149964,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Truvada,300/200mg,'Tablet - FDC',29.029029,52.734041,144.198821,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',True,3.351008,218.229629,Adult
'Direct Drop',EXW,Air,10/15/10,Generic,150/300/200mg,'Tablet - FDC',59.059059,40.321098,46.203032,8.174549,0.754243,'Strides Bangalore India.',False,4.193134,76.915692,Adult
'Direct Drop',EXW,Ocean,4/23/10,Generic,600/200/300mg,'Tablet - FDC',29.029029,93.106752,193.00557,14.788502,2.765556,'Mylan (formerly Matrix) Nashik',True,7.405342,321.302365,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600mg,Tablet,29.029029,115.169726,43.669062,2.705033,0.502828,'Aurobindo Unit III India',False,50.820315,47.272859,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,100mg,Capsule,99.099099,3.791948,1.97581,3.715704,0.209512,'Aurobindo Unit III India',True,3.719584,2.990229,Pediatric
'Direct Drop',EXW,Air,6/23/14,'Colloidal Gold',300mg,'Test kit',0.0,12.138749,30.983165,18.20695,102.6608,'KHB Test Kit Facility Shanghai China',True,5.855224,24.593822,'HIV test'
'Direct Drop',DDP,Ocean,3/24/11,Generic,600mg,Tablet,29.029029,78.81477,37.02722,3.351565,0.628536,'Aurobindo Unit III India',True,4.84514,47.174266,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30mg,Capsule,59.059059,9.998419,1.82292,1.300496,0.125707,'Aurobindo Unit III India',True,0.412898,2.252077,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,20.54684,23.545065,8.174549,1.550388,'Hetero Unit III Hyderabad IN',True,1.151216,35.632372,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,82.843816,81.982323,7.059838,0.670438,'Aurobindo Unit III India',True,6.26579,101.28249,Adult
'Direct Drop',EXW,Air,8/7/09,Determine,300mg,'Test kit',99.099099,7.767767,64.744728,59.451265,3.352189,'Inverness Japan',True,2.688504,97.984806,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,9.545192,11.734596,8.769062,0.838047,'Aurobindo Unit III India',False,0.776809,17.758457,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600mg,Tablet,29.029029,102.595492,35.588313,2.474659,0.460926,'Aurobindo Unit III India',False,19.788792,33.991313,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,114.563273,56.088968,3.492762,0.335219,'Strides Bangalore India.',False,16.695554,71.459335,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,76.059923,86.123704,8.077941,1.508485,'Mylan (formerly Matrix) Nashik',False,10.148667,68.361432,Adult
'Direct Drop',FCA,Air,4/21/11,Norvir,100mg,Tablet,29.029029,0.901616,2.188444,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',True,0.078147,2.787853,Adult
'Direct Drop',DDU,Air,1/25/11,Videx,50mg,'Chewable/dispersible tablet',59.059059,0.308066,2.439359,56.196308,5.279698,'BMS Meymac France',True,1.519792,3.108281,Pediatric
'Direct Drop',EXW,Air,7/24/08,Generic,600mg,Tablet,29.029029,13.546818,14.381072,7.572605,1.42468,'Mylan (formerly Matrix) Nashik',True,0.714991,21.764456,Adult
'Direct Drop',EXW,Air,6/2/09,Uni-Gold,300mg,'Test kit',19.019019,0.353227,1.182798,23.780506,6.704379,'Trinity Biotech Plc',True,0.092144,1.790245,'HIV test'
'Direct Drop',DDP,Air,3/19/10,Generic,600mg,Tablet,29.029029,62.980848,30.638294,3.470468,0.670438,'Aurobindo Unit III India',True,4.279446,51.005132,Adult
'Direct Drop',EXW,Air,5/8/09,Generic,30/6mg,'Chewable/dispersible tablet - FDC',59.059059,3.224204,0.638442,1.411968,0.125707,'Cipla Goa India',True,0.292761,0.966473,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,89.089089,12.579073,9.566548,5.424928,0.335219,'Strides Bangalore India.',True,0.538867,9.136738,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,1.977426,1.80587,6.509913,0.628536,'Hetero Unit III Hyderabad IN',True,0.124803,3.005796,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,15.445211,15.47898,7.149015,0.670438,'Aurobindo Unit III India',True,8.035187,16.756957,Adult
'Direct Drop',EXW,Air,8/10/10,Determine,300mg,'Test kit',99.099099,0.340324,2.849467,59.451265,3.352189,'Inverness Japan',True,0.113139,4.744151,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,42.650138,14.572658,2.437502,0.209512,'Mylan (formerly Matrix) Nashik',False,9.201567,24.259124,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,78.742189,92.031671,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',True,8.10517,117.250702,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,0.024194,0.025538,7.059838,0.670438,'Cipla Goa India',False,0.276432,0.031135,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Invirase,200mg,Capsule,269.269269,0.008065,0.07125,52.525192,1.089462,'Roche Basel',False,1.519792,0.107674,Adult
