'fulfill via','vendor inco term','shipment mode','po sent to vendor date',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','line item insurance (usd)','sub classification'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,29.029029,4.901629,3.279038,4.770964,0.87995,'Mylan (formerly Matrix) Nashik',False,2.617355,4.177239,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,14.675854,5.014793,2.437502,0.209512,'Cipla Goa India',True,0.808301,8.347993,Adult
'Direct Drop',FCA,Air,7/4/07,Aluvia,200/50mg,Tablet,119.119119,1.611296,13.808826,61.078743,2.849361,'ABBVIE Ludwigshafen Germany',True,0.263602,17.059223,Adult
'Direct Drop',DDP,Air,3/27/09,Aluvia,200/50mg,Tablet,119.119119,6.0226,22.578212,26.738206,1.257071,'ABBVIE Ludwigshafen Germany',True,1.519792,34.170338,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,50.230807,11.82553,1.679498,0.167609,'Hetero Unit III Hyderabad IN',True,11.790929,11.295411,Adult
'Direct Drop',EXW,Air,8/19/14,Generic,600/200/300mg,'Tablet - FDC',29.029029,47.030797,51.441615,7.802979,1.466583,'Mylan  H-12 & H-13 India',True,3.968023,40.831867,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,73.934109,30.113355,2.905681,0.544731,'Strides Bangalore India.',True,6.398757,32.599333,Adult
'Direct Drop',EXW,Air,8/12/13,Generic,300mg,Capsule,29.029029,3.066139,6.391139,14.862816,2.807459,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',True,0.198284,6.104997,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,120.987487,129.180862,7.617193,1.42468,'Cipla Ltd A-42 MIDC Mahar. IN',False,25.158803,102.538257,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,10.003258,12.245525,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',True,0.653172,20.385448,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Generic,30mg,Capsule,59.059059,14.880693,6.242898,2.994857,0.293317,'Aurobindo Unit III India',False,1.519792,5.962296,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30mg,Capsule,59.059059,13.933916,2.119358,1.084986,0.083805,'Aurobindo Unit III India',False,1.848711,3.206875,Adult
'Direct Drop',EXW,Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,62.546976,72.582308,8.278589,0.796145,'Aurobindo Unit III India',True,3.752242,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,10.74197,3.245452,2.155108,0.209512,'Aurobindo Unit III India',True,0.907443,5.403168,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,2.204846,3.695549,11.949704,2.262728,'Cipla Goa India',True,1.519792,3.529897,Adult
'Direct Drop',EXW,Air,11/9/12,Generic,10mg/ml,'Oral solution',239.239239,0.217743,0.042272,1.37481,0.041902,'Aurobindo Unit III India',True,0.201784,0.040216,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,100mg,Capsule,99.099099,0.946777,0.493952,3.715704,0.209512,'Aurobindo Unit III India',False,0.127135,0.822475,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,15.309727,8.867803,4.131863,0.377121,'Cipla Goa India',True,1.190873,11.298006,Adult
'Direct Drop',EXW,Air,9/30/09,OraQuick,300mg,'Test kit - Ancillary',2.002002,0.014516,0.042003,18.57852,34.904672,'Orasure Technologies Inc USA',True,0.006998,0.063567,'HIV test - Ancillary'
'Direct Drop',EXW,Air,7/4/07,Generic,10mg/ml,'Oral solution',239.239239,1.611296,0.352823,1.560596,0.041902,'Aurobindo Unit III India',False,1.097563,0.435886,Pediatric
'Direct Drop',EXW,Air,12/11/08,Uni-Gold,300mg,'Test kit',19.019019,3.362914,11.215072,23.780506,6.704379,'Trinity Biotech Plc',True,0.82463,16.972306,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/6mg,'Chewable/dispersible tablet - FDC',59.059059,1.624199,0.421694,1.850421,0.167609,'Cipla Goa India',True,0.353413,0.638261,Pediatric
'Direct Drop',EXW,Ocean,6/2/14,Generic,600/300/300mg,'Tablet - FDC',29.029029,149.192417,163.180707,7.802979,1.466583,'Hetero Unit III Hyderabad IN',False,17.408212,129.525559,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,275.576695,121.139436,3.136054,0.586633,'Hetero Unit III Hyderabad IN',False,17.419876,201.664669,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Norvir,100mg,Capsule,83.083083,2.188717,2.188045,7.12672,0.460926,'ABBVIE (Abbott) Logis. UK',True,0.451389,2.70353,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,42.477556,8.628567,1.449125,0.041902,'Aurobindo Unit III India',True,11.583313,10.993145,Pediatric
'Direct Drop',EXW,Air,2/25/08,Determine,300mg,'Test kit',99.099099,6.772602,50.799477,53.498707,3.01697,'Inverness Japan',True,1.125556,62.758483,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,21.490392,6.716241,2.229422,0.209512,'Aurobindo Unit III India',False,3.072243,10.164184,Adult
'Direct Drop',EXW,Air,6/20/12,Uni-Gold,300mg,'Test kit',19.019019,1.206456,4.026888,23.780506,6.704379,'Trinity Biotech Plc',True,0.305591,4.358859,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600mg,Tablet,29.029029,112.901977,45.984617,2.905681,0.544731,'Strides Bangalore India.',True,8.035187,49.7805,Adult
'Direct Drop',EXW,Air,2/24/09,Determine,300mg,'Test kit',99.099099,3.224204,23.521543,52.019857,2.933166,'Inverness Japan',True,0.52837,35.597345,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,21.308133,11.942318,3.998098,0.377121,'Strides Bangalore India.',False,3.173718,15.214492,Adult
'Direct Drop',DDP,Truck,8/27/14,Generic,300mg,Tablet,29.029029,0.438711,1.036616,16.794982,3.142678,'Aurobindo Unit III India',False,1.519792,0.989824,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,0.224194,0.079973,2.526679,0.251414,'Cipla Goa India',True,0.019828,0.13362,Adult
'Direct Drop',EXW,Air,5/23/14,Generic,150/300/200mg,'Tablet - FDC',59.059059,40.47755,34.575896,6.093755,0.586633,'Aurobindo Unit III India',True,3.693923,27.445242,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,9.482289,7.438923,5.59585,0.544731,'Hetero Unit III Hyderabad IN',True,0.791972,12.383829,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,17.604895,11.994415,4.860141,0.460926,'Aurobindo Unit III India',True,0.760479,11.456274,Adult
'Direct Drop',EXW,Air,4/28/08,Generic,300mg,'Test kit - Ancillary',99.099099,0.159678,0.000168,0.007431,0.0,'Inverness Japan',True,1.519792,0.0,'HIV test - Ancillary'
'Direct Drop',DDP,Air,'N/A - From RDC',Zerit,20mg,Capsule,59.059059,0.48226,0.198085,2.920543,0.293317,'BMS Meymac France',True,1.519792,0.299672,Adult
'Direct Drop',DDP,Truck,8/13/14,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.001613,0.00788,17.426652,0.335219,'ABBVIE (Abbott) Logis. UK',True,1.519792,0.007784,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,'Test kit - Ancillary',99.099099,3.224204,0.00336,0.007431,0.0,'Inverness Japan',False,0.571526,0.003892,'HIV test - Ancillary'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,39.946903,10.36163,1.850421,0.167609,'Hetero Unit III Hyderabad IN',True,23.349748,8.224751,Adult
'Direct Drop',EXW,Air,1/25/07,Capillus,300mg,'Test kit',99.099099,1.127423,16.347473,103.296573,5.824429,'Trinity Biotech Plc',True,0.569193,31.149964,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,2.998397,3.881256,9.229809,1.717997,'Aurobindo Unit III India',False,0.492212,4.794744,Adult
'Direct Drop',EXW,Air,2/5/10,Determine,300mg,'Test kit',99.099099,4.329046,36.088768,59.451265,3.352189,'Inverness Japan',True,1.497631,60.078304,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,124.729435,145.779177,8.33804,0.796145,'Aurobindo Unit III India',True,13.152094,185.727592,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30mg,Capsule,59.059059,0.159678,0.02453,1.084986,0.083805,'Aurobindo Unit III India',True,0.008165,0.040216,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.037097,0.009395,1.731518,0.167609,'Hetero Unit III Hyderabad IN',True,0.002333,0.010378,Adult
'Direct Drop',DDP,Air,3/19/10,Generic,150mg,Tablet,59.059059,0.001613,0.00085,1.880146,0.167609,'Aurobindo Unit III India',True,0.001166,0.001297,Adult
'Direct Drop',DDP,Truck,4/2/09,Generic,50mg,Capsule,29.029029,0.966132,0.317541,2.340894,0.419024,'Aurobindo Unit III India',True,1.519792,0.479993,Pediatric
'Direct Drop',CIP,Air,11/29/06,Aluvia,200/50mg,Tablet,119.119119,2.127426,40.101274,134.374721,6.327257,'ABBVIE (Abbott) Logis. UK',True,0.354579,31.149964,Adult
'Direct Drop',EXW,Air,8/6/13,Uni-Gold,300mg,'Test kit',19.019019,0.03871,0.134409,23.780506,6.704379,'Trinity Biotech Plc',False,0.205283,0.128431,'HIV test'
'Direct Drop',FCA,Air,5/23/13,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.030645,0.103562,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',True,0.060652,0.098593,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',99.099099,45.908213,6.216946,0.966083,0.041902,'Aurobindo Unit III India',False,23.481549,5.937648,Pediatric
'Direct Drop',EXW,Air,5/13/07,Determine,300mg,'Test kit',99.099099,2.41775,20.161323,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',True,0.597186,24.907763,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,4.420982,3.409078,5.499242,0.502828,'Strides Bangalore India.',True,0.237941,5.15928,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,1.340327,0.503227,2.675307,0.251414,'Strides Bangalore India.',True,1.519792,0.399562,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,56.450182,41.868347,5.291163,0.502828,'Strides Bangalore India.',True,3.037252,63.363015,Adult
'Direct Drop',DDP,Ocean,3/28/11,Generic,200mg,Tablet,59.059059,81.169617,22.998478,2.021343,0.209512,'Cipla Goa India',True,1.519792,29.300351,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,7.756477,1.495046,1.37481,0.041902,'Aurobindo Unit III India',False,9.045272,2.489479,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,13.669399,35.259761,18.400166,0.87995,'Aurobindo Unit III India',False,3.807062,38.16985,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,116.113278,53.824003,3.306977,0.628536,'Strides Bangalore India.',True,8.382768,89.603084,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,24.385563,21.796003,6.376148,0.586633,'Aurobindo Unit III India',True,27.616364,23.594917,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.651615,0.764139,8.345471,0.796145,'Mylan (formerly Matrix) Nashik',True,0.045489,0.730368,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,42.804977,36.831444,6.138343,0.586633,'Aurobindo Unit III India',False,5.69543,35.179621,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,143.239172,33.721214,1.679498,0.167609,'Hetero Unit III Hyderabad IN',False,6.556218,26.766765,Adult
'Direct Drop',DDP,Truck,10/3/14,Generic,250mg,'Delayed-release capsules',29.029029,0.0,0.002562,11.332897,2.137021,'Aurobindo Unit III India',False,1.519792,0.002595,Adult
'Direct Drop',EXW,Air,7/25/13,Generic,150/300/200mg,'Tablet - FDC',59.059059,17.356508,14.645891,6.019441,0.544731,'Cipla Goa India',True,1.732073,13.988563,Adult
'Direct Drop',EXW,Air,5/3/12,Determine,300mg,'Test kit',99.099099,5.159694,47.84954,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.78806,51.799067,'HIV test'
'Direct Drop',DDP,Truck,4/28/15,Generic,150mg,Tablet,59.059059,0.12742,0.12289,6.792307,0.628536,'Aurobindo Unit III India',False,1.519792,0.097296,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,8.062929,2.553768,2.259148,0.209512,'Ranbaxy Paonta Shahib India',False,4.913956,3.154983,Adult
'Direct Drop',DDP,Ocean,3/23/11,Generic,600mg,Tablet,29.029029,149.192417,73.198203,3.500193,0.670438,'Hetero Unit III Hyderabad IN',True,9.072099,93.256223,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,122.579428,90.914125,5.291163,0.502828,'Cipla Goa India',False,10.520742,137.589447,Adult
'Direct Drop',FCA,Air,2/11/13,Norvir,100mg,Tablet,59.059059,0.385485,0.27621,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',True,0.034991,0.263348,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600mg,Tablet,29.029029,14.380692,4.988854,2.474659,0.460926,'Aurobindo Unit III India',True,0.999587,4.764907,Adult
'Direct Drop',EXW,Air,1/12/12,Uni-Gold,300mg,'Test kit',19.019019,1.172584,3.913985,23.780506,6.704379,'Trinity Biotech Plc',True,0.277598,4.236914,'HIV test'
'Direct Drop',DDP,Truck,8/5/14,Isentress,400mg,Tablet,59.059059,0.008065,0.080637,59.443833,5.573015,'MSD Haarlem NL',False,1.519792,0.063567,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,161.28923,147.177657,6.509913,0.628536,'Hetero Unit III Hyderabad IN',True,9.965545,222.737675,Adult
'Direct Drop',EXW,Air,11/4/13,Generic,300mg,Tablet,59.059059,41.824328,23.65776,4.035255,0.377121,'Aurobindo Unit III India',True,1.805555,18.778119,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,16.127471,17.22113,7.617193,0.71234,'Aurobindo Unit III India',True,1.143052,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,80.643809,79.385209,7.022681,0.670438,'Aurobindo Unit III India',True,5.429496,98.074319,Adult
'Direct Drop',EXW,Ocean,5/16/14,Generic,300/100mg,Tablet,29.029029,46.561441,97.006205,14.862816,2.807459,'Mylan (formerly Matrix) Nashik',True,4.508056,77.000016,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,72.579266,79.536419,7.817841,1.466583,'Hetero Unit III Hyderabad IN',False,21.937263,75.968678,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,20.696841,15.955032,5.499242,0.502828,'Cipla Goa India',True,1.534955,19.710862,Adult
'Direct Drop',FCA,Air,8/19/13,Aluvia,200/50mg,Tablet,119.119119,5.537115,35.09009,45.197824,2.137021,'ABBVIE Ludwigshafen Germany',True,0.963429,33.515212,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,217.726509,217.727771,7.134152,1.340876,'Aurobindo Unit VII IN',True,31.330116,172.823554,Adult
'Direct Drop',EXW,Ocean,1/7/15,Generic,150/300/200mg,'Tablet - FDC',59.059059,58.063091,50.14121,6.160637,0.586633,'Hetero Unit III Hyderabad IN',False,20.791878,39.80053,Adult
'Direct Drop',DDP,Truck,6/2/15,Intelence,100mg,Tablet,119.119119,0.0,0.004299,19.016973,0.87995,'Janssen-Cilag Latina IT',True,1.519792,0.003892,Adult
'Direct Drop',EXW,Air,8/6/13,Uni-Gold,300mg,'Test kit',19.019019,4.837112,16.129058,23.780506,6.704379,'Trinity Biotech Plc',True,1.026414,15.405192,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,10.308098,4.424577,3.06174,0.586633,'Mylan (formerly Matrix) Nashik',False,10.005202,5.636679,Adult
'Direct Drop',DDP,Truck,9/22/09,Generic,600mg,Tablet,29.029029,1.611296,2.764366,12.224666,2.30463,'Aurobindo Unit III India',False,1.519792,4.183726,Adult
'Direct Drop',CIP,Air,3/6/09,Atripla,600/200/300mg,'Tablet - FDC',29.029029,0.012903,0.07621,37.454297,7.039598,'MSD Haarlem NL',True,1.519792,0.115458,Adult
'Direct Drop',FCA,Air,8/11/14,Norvir,100mg,Tablet,29.029029,0.320969,0.781587,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',True,1.519792,0.6201,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,5.143565,6.109889,8.471805,0.796145,'Aurobindo Unit III India',True,0.421063,9.247007,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,15mg,Capsule,59.059059,0.017742,0.002661,0.980946,0.083805,'Aurobindo Unit III India',False,0.199451,0.002595,Adult
'Direct Drop',DDP,Truck,10/3/14,Generic,200mg,Tablet,59.059059,0.017742,0.03578,13.190749,1.257071,'Aurobindo Unit III India',False,1.519792,0.02854,Adult
'Direct Drop',DDP,Ocean,12/14/10,Generic,300mg,Tablet,29.029029,124.955242,86.558515,4.941886,0.921852,'Aurobindo Unit III India',True,8.43059,110.277825,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150mg,Tablet,59.059059,3.656463,0.887844,1.731518,0.167609,'Strides Bangalore India.',True,0.864287,0.961284,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,0.240323,0.532007,15.687703,1.466583,'Cipla Goa India',False,1.519792,0.657721,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Viread,300mg,Tablet,29.029029,4.832274,8.559994,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',False,1.519792,31.149964,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,95.966439,95.967897,7.134152,1.340876,'Hetero Unit III Hyderabad IN',False,31.330116,76.174946,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,16.311343,14.987504,6.554502,1.215169,'Mylan (formerly Matrix) Nashik',False,2.451729,24.950574,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,29.029029,1.53065,1.361477,6.338991,1.173266,'Mylan (formerly Matrix) Nashik',True,0.062984,2.06008,Adult
'Direct Drop',EXW,Air,3/7/14,Generic,300mg,Tablet,59.059059,32.256556,37.264845,8.241432,0.754243,'Mylan (formerly Matrix) Nashik',True,2.413239,29.579266,Adult
'Direct Drop',DDP,Ocean,12/14/10,Generic,300mg,Tablet,29.029029,69.805064,48.355589,4.941886,0.921852,'Aurobindo Unit III India',True,4.712173,61.606499,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,149.179513,108.777729,5.201986,0.502828,'Hetero Unit III Hyderabad IN',False,26.240036,117.756641,Adult
'Direct Drop',DDP,Truck,10/9/14,Generic,300mg,Tablet,59.059059,0.130646,0.737933,39.802622,3.729311,'Aurobindo Unit III India',False,1.519792,0.58637,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,0.172581,0.045544,1.865283,0.167609,'Hetero Unit III Hyderabad IN',False,2.25811,0.058378,Adult
'Direct Drop',EXW,Air,3/17/15,Stat-Pak,300mg,'Test kit',19.019019,0.579034,1.965729,24.152076,6.788184,'Chembio Diagnostics Sys. Inc.',True,0.130634,1.786354,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.320969,0.102151,2.259148,0.209512,'Aurobindo Unit III India',True,4.946615,0.125836,Adult
'Direct Drop',EXW,Ocean,11/14/14,Generic,600/300/300mg,'Tablet - FDC',29.029029,91.127713,97.299384,7.617193,1.42468,'Hetero Unit III Hyderabad IN',True,8.542562,77.232229,Adult
'Direct Drop',DDP,Truck,12/23/09,Norvir,100mg,Capsule,83.083083,0.022581,0.027107,7.996195,0.544731,'ABBVIE (Abbott) Logis. UK',True,1.519792,0.045405,Adult
'Direct Drop',EXW,Air,8/29/11,Uni-Gold,300mg,'Test kit',19.019019,1.406456,4.693556,23.780506,6.704379,'Trinity Biotech Plc',True,0.345248,5.979161,'HIV test'
'Direct Drop',EXW,Air,5/29/13,Determine,300mg,'Test kit',99.099099,4.861306,0.0,0.0,0.0,'Alere Medical Co. Ltd.',True,1.456808,0.0,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,84.67608,28.314058,2.385482,0.460926,'Strides Bangalore India.',True,11.802593,22.474067,Adult
'Direct Drop',EXW,Air,8/23/13,Generic,300mg,Tablet,59.059059,27.127507,15.344884,4.035255,0.377121,'Aurobindo Unit III India',True,3.490973,14.656662,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,87.250281,79.617225,6.509913,0.628536,'Hetero Unit III Hyderabad IN',True,5.435328,132.541733,Adult
'Direct Drop',DDP,Truck,4/21/10,Generic,50mg,Capsule,29.029029,0.48226,0.175787,2.593561,0.502828,'Aurobindo Unit III India',True,1.519792,0.293185,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200/50mg,Tablet,119.119119,9.675838,21.169389,15.605957,0.754243,'Hetero Unit III Hyderabad IN',False,1.519792,20.219396,Adult
'Direct Drop',EXW,Air,8/6/13,Determine,300mg,'Test kit',99.099099,8.062929,67.204409,59.451265,3.352189,'Alere Medical Co. Ltd.',True,2.356086,64.189382,'HIV test'
'Direct Drop',EXW,Air,12/15/14,Generic,300/100mg,Tablet,29.029029,26.748473,50.156331,13.376535,2.514142,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',True,1.519792,39.812206,Adult
'Direct Drop',EXW,Air,7/3/07,Generic,100mg,'Chewable/dispersible tablet',59.059059,1.933877,1.562503,5.759341,0.544731,'Aurobindo Unit III India',True,0.290428,1.930352,Pediatric
'Direct Drop',DDP,Truck,12/2/13,Generic,200mg,Tablet,59.059059,1.404843,2.504876,12.707708,1.215169,'Cipla Goa India',False,1.519792,2.392183,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Stocrin/Sustiva,50mg,Capsule,29.029029,0.401614,0.120128,2.125383,0.419024,'MSD Midrand J burg SA',False,1.519792,0.14789,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,48.38564,16.784301,2.474659,0.460926,'Hetero Jadcherla unit 5 IN',False,3.186548,18.169695,Adult
'Direct Drop',EXW,Air,9/25/14,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,18.608125,3.857637,1.47885,0.125707,'Mylan  H-12 & H-13 India',False,2.304766,3.061579,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,2.982268,4.087288,9.772302,0.921852,'Mylan (formerly Matrix) Nashik',True,0.734819,4.42502,Adult
'Direct Drop',EXW,Air,5/27/09,OraQuick,300mg,'Test kit',99.099099,0.006452,0.294019,260.099284,14.665829,'Pacific Biotech Thailand',True,0.013997,0.444967,'HIV test'
'Direct Drop',EXW,Air,11/1/13,Determine,300mg,'Test kit',99.099099,14.930693,138.434699,66.139532,3.729311,'Alere Medical Co. Ltd.',True,4.38442,132.2239,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,53.224365,48.568627,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',True,3.095571,80.854233,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,106.48744,41.375367,2.771915,0.251414,'Cipla Goa India',True,6.741673,32.841924,Pediatric
'Direct Drop',EXW,Air,4/3/14,Determine,300mg,'Test kit',99.099099,3.391946,28.279616,59.451265,3.352189,'Alere Medical Co. Ltd.',True,0.998421,22.446825,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,7.529057,2.314108,2.192265,0.209512,'Strides Bangalore India.',False,10.005202,2.948716,Adult
'Direct Drop',DDP,Truck,12/2/13,Generic,600mg,Tablet,29.029029,1.822587,2.934927,11.481526,2.178923,'Aurobindo Unit III India',False,1.519792,2.803421,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,3.941948,1.565098,2.831366,0.544731,'Aurobindo Unit III India',True,0.284597,1.694247,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,64.885693,77.053552,8.471805,0.796145,'Aurobindo Unit III India',True,5.284865,116.61244,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Trizivir,300/150/300mg,'Tablet - FDC',59.059059,1.641941,11.984226,52.019857,4.902577,'GSK Ware (UK)',True,0.16096,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,1mg/ml,'Oral solution',199.199199,3.869367,0.544356,1.00324,0.041902,'Aurobindo Unit III India',False,8.154158,0.906798,Pediatric
'Direct Drop',EXW,Air,8/6/13,Uni-Gold,300mg,'Test kit',19.019019,0.054839,0.188172,23.780506,6.704379,'Trinity Biotech Plc',True,0.205283,0.180322,'HIV test'
'Direct Drop',EXW,Air,2/20/15,Uni-Gold,300mg,'Test kit',19.019019,0.054839,0.188172,23.780506,6.704379,'Trinity Biotech Plc',False,0.191286,0.171241,'HIV test'
