'project code','pq #',country,'managed by','fulfill via','vendor inco term','shipment mode','pq first sent to client date','po sent to vendor date','scheduled delivery date','delivered to client date','delivery recorded date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',21-Sep-07,21-Sep-07,21-Sep-07,Stavudine,Generic,1mg/ml,'Oral solution',199.199199,4.756467,0.718667,1.077554,0.041902,'Aurobindo Unit III India',True,0.311423,10.679178,0.887339,Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',22-Oct-07,22-Oct-07,22-Oct-07,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,0.958068,0.001,0.007431,0,'Inverness Japan',False,0.233276,5.666273,0.001297,'HIV test - Ancillary'
100-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',25-Nov-07,25-Nov-07,25-Nov-07,Efavirenz,Generic,600mg,Tablet,29.029029,2.998397,3.881256,9.229809,1.717997,'Cipla Goa India',True,4.964111,17.763047,4.794744,Adult
100-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',25-Nov-07,25-Nov-07,25-Nov-07,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,24.192014,18.649224,5.499242,0.502828,'Cipla Goa India',False,4.964111,17.763047,23.039681,Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',1-Nov-07,1-Nov-07,1-Nov-07,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,1.933877,3.931458,14.491246,1.340876,'Aurobindo Unit III India',False,0.207616,5.593773,4.857014,Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',29-Nov-07,29-Nov-07,29-Nov-07,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,'Tablet - FDC',59.059059,1.450005,10.584694,52.019857,4.902577,'GSK Ware (UK)',False,8.562391,37.557183,13.076576,Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',12-Nov-07,12-Nov-07,12-Nov-07,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,7.256475,24.193587,23.780506,6.704379,'Trinity Biotech Plc',True,1.728574,5.404546,29.889316,'HIV test'
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',26-Feb-08,26-Feb-08,26-Feb-08,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,44.645305,44.181775,7.059838,0.670438,'Aurobindo Unit III India',True,3.010425,68.467261,54.583028,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',19-Feb-08,19-Feb-08,19-Feb-08,Efavirenz,Generic,600mg,Tablet,29.029029,39.613031,49.55949,8.925121,1.676095,'Aurobindo Unit III India',True,8.387434,42.633025,61.226396,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',19-Feb-08,19-Feb-08,19-Feb-08,Efavirenz,Generic,600mg,Tablet,29.029029,59.738902,74.737753,8.925121,1.676095,'Strides Bangalore India.',False,8.387434,42.633025,92.33256,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',22-Nov-07,22-Nov-07,22-Nov-07,Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,4.880661,4.831409,7.059838,0.209512,'MSD Haarlem NL',True,10.786676,88.251454,5.968782,Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',22-Nov-07,22-Nov-07,22-Nov-07,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,'Tablet - FDC',59.059059,3.019365,14.003467,33.069766,3.100775,'GSK Ware (UK)',False,10.786676,88.251454,17.300517,Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',26-Nov-07,26-Nov-07,26-Nov-07,'Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,29.021061,79.358747,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',True,1.889535,23.422381,98.041887,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',29-Nov-07,29-Nov-07,29-Nov-07,Lamivudine,Generic,150mg,Tablet,59.059059,112.901977,35.752746,2.259148,0.209512,'Aurobindo Unit III India',True,4.293442,36.820852,44.169767,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',14-Dec-07,14-Dec-07,14-Dec-07,Nevirapine,Generic,200mg,Tablet,59.059059,21.193617,7.506632,2.526679,0.251414,'Aurobindo Unit III India',True,1.482468,37.016776,9.27425,Adult
125-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',31-Dec-07,31-Dec-07,31-Dec-07,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,0.03871,0.30242,53.506138,3.01697,'Inverness Japan',False,0.006998,7.659835,0.373616,'HIV test'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',17-Jan-08,17-Jan-08,17-Jan-08,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,0.004839,0.027621,30.543087,1.42468,'ABBVIE (Abbott) Logis. UK',False,0.253104,12.07775,0.033729,Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',3-Dec-07,3-Dec-07,3-Dec-07,Nevirapine,Generic,200mg,Tablet,59.059059,1.011294,0.376674,2.653013,0.251414,'Aurobindo Unit III India',False,3.832723,62.858954,0.465723,Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',3-Dec-07,3-Dec-07,3-Dec-07,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,2.824203,1.162703,2.935406,0.083805,'Aurobindo Unit III India',False,3.832723,62.858954,1.436088,Pediatric
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',22-Feb-08,22-Feb-08,22-Feb-08,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,3.370979,5.796632,12.261823,0.293317,'Aurobindo Unit III India',True,10.947637,115.180831,7.160982,Pediatric
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',8-Jan-08,8-Jan-08,8-Jan-08,Efavirenz,Generic,600mg,Tablet,29.029029,71.184101,92.096368,9.229809,1.717997,'Mylan (formerly Matrix) Nashik',True,4.028674,43.124959,113.777885,Adult
119-NA-T01,'Pre-PQ Process',Namibia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',30-Nov-07,30-Nov-07,30-Nov-07,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,0.159678,1.260083,55.735561,12.57071,'Inverness USA',True,0.071149,3.002391,1.556735,'HIV test'
119-NA-T01,'Pre-PQ Process',Namibia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',6-Dec-07,6-Dec-07,6-Dec-07,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,0.111291,0.882058,55.735561,12.57071,'Inverness USA',True,0.050154,5.32155,1.089715,'HIV test'
112-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',9-Jan-08,9-Jan-08,9-Jan-08,Lamivudine,Generic,150mg,Tablet,59.059059,0.725809,0.23035,2.259148,0.209512,'Aurobindo Unit III India',False,0.521372,7.696293,0.284104,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',28-Dec-07,28-Dec-07,28-Dec-07,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,0.764519,0.153226,1.42683,0.041902,'Aurobindo Unit III India',True,0.198284,4.489001,0.189403,Pediatric
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',24-Dec-07,24-Dec-07,24-Dec-07,'Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,28.556544,78.088584,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',True,1.859209,20.834107,96.472179,Adult
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',11-Jan-08,11-Jan-08,11-Jan-08,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,5.65647,11.787653,14.862816,3.352189,'Standard Diagnostics Korea',True,1.227031,16.022996,14.563258,'HIV test'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',17-Jan-08,17-Jan-08,17-Jan-08,Saquinavir,Invirase,200mg,Capsule,269.269269,0.533873,4.386512,58.440593,1.215169,'Roche Basel',False,0.491046,20.531951,5.418736,Adult
100-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',5-Mar-08,5-Mar-08,5-Mar-08,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,2.579041,0.537635,1.486282,0.293317,'Cipla Goa India',False,4.758828,45.97389,0.664207,Adult
114-UG-T01,'Pre-PQ Process',Uganda,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',15-Jan-08,15-Jan-08,15-Jan-08,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,3.359688,3.326282,7.059838,0.670438,'Aurobindo Unit III India',True,0.276432,3.983222,4.109781,Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',29-Feb-08,29-Feb-08,29-Feb-08,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,0.966132,4.143152,30.543087,1.42468,'ABBVIE (Abbott) Logis. UK',True,1.00192,19.09409,5.119064,Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',15-Jan-08,15-Jan-08,15-Jan-08,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,3.385495,0.003528,0.007431,0,'Inverness Japan',False,0.580857,7.912414,0.003892,'HIV test - Ancillary'
117-ET-T01,'Pre-PQ Process',Ethiopia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',14-Dec-07,14-Dec-07,14-Dec-07,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,0.861293,1.52806,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',True,0.038491,2.605709,1.887541,Adult
100-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',5-Feb-08,5-Feb-08,5-Feb-08,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,60.063097,46.299806,5.499242,0.502828,'Cipla Goa India',False,2.82847,46.110088,57.199641,Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',7-Feb-08,7-Feb-08,7-Feb-08,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,7.085507,12.550087,12.633394,2.388435,'Aspen-OSD Port Elizabeth SA',True,0.369742,5.618561,15.505083,Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',16-Jan-08,16-Jan-08,16-Jan-08,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.275811,0.825001,4.607473,0.125707,'Aurobindo Unit III India',True,0.317255,7.064501,1.019662,Pediatric
117-ET-T01,'Pre-PQ Process',Ethiopia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',20-Dec-07,16-Jan-08,16-Jan-08,Lamivudine,Generic,150mg,Tablet,59.059059,47.579186,15.067229,2.259148,0.209512,'Ranbaxy Paonta Shahib India',True,1.924526,39.146052,18.614661,Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',25-Feb-08,25-Feb-08,25-Feb-08,Efavirenz,Generic,600mg,Tablet,29.029029,32.256556,41.733938,9.229809,1.717997,'Aurobindo Unit III India',False,3.206377,36.782668,51.55907,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',5-Feb-08,5-Feb-08,5-Feb-08,Indinavir,Crixivan,400mg,Capsule,179.179179,2.498395,13.020854,37.157041,1.173266,'MSD Haarlem NL',True,0.402401,6.517224,16.086264,Adult
100-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',5-Mar-08,5-Mar-08,5-Mar-08,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.043561,3.11815,5.499242,0.502828,'Cipla Goa India',True,5.01893,44.515764,3.851622,Adult
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',3-Apr-08,3-Apr-08,3-Apr-08,Efavirenz,Generic,600mg,Tablet,29.029029,30.256549,37.854161,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',False,2.526378,71.041864,46.765623,Adult
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',13-Jun-08,13-Jun-08,13-Jun-08,Nevirapine,Generic,200mg,Tablet,59.059059,28.777512,10.19259,2.526679,0.251414,'Aurobindo Unit III India',True,1.944354,65.832069,12.592691,Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,'Pre-PQ Process','N/A - From RDC',23-Jul-08,23-Jul-08,23-Jul-08,Efavirenz,Generic,600mg,Tablet,29.029029,72.579266,90.801558,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',True,4.032173,6.675448,112.17834,Adult
100-PK-T01,'Pre-PQ Process',Pakistan,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',19-May-08,19-May-08,19-May-08,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,0.030645,0.000034,0.007431,0,'Inverness Japan',False,1.519792,23.33324,0,'HIV test - Ancillary'
131-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',14-May-08,14-May-08,14-May-08,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,0.262904,0.365915,9.86891,0.921852,'Aurobindo Unit III India',True,2.443565,34.860744,0.451453,Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',28-Mar-08,28-Mar-08,28-Mar-08,Efavirenz,Generic,600mg,Tablet,29.029029,80.63897,104.328586,9.229809,1.717997,'Aurobindo Unit III India',True,5.067918,50.530386,128.889892,Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',19-Jun-08,19-Jun-08,19-Jun-08,Stavudine,Generic,30mg,Capsule,59.059059,0.246775,0.040104,1.151868,0.125707,'Aurobindo Unit III India',False,1.194372,18.041795,0.049297,Adult
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',2-Jun-08,2-Jun-08,2-Jun-08,Didanosine,Generic,200mg,'Chewable/dispersible tablet',59.059059,0.156452,0.255209,11.518683,1.089462,'Aurobindo Unit III India',True,0.089811,3.420444,0.315239,Pediatric
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',22-Apr-08,23-Apr-08,23-Apr-08,Abacavir,Generic,300mg,Tablet,59.059059,9.240352,26.503218,20.458667,1.927509,'Aurobindo Unit III India',False,6.26579,56.723049,32.743331,Adult
123-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',31-Jul-08,31-Jul-08,31-Jul-08,Nevirapine,Generic,200mg,Tablet,59.059059,9.679063,3.428567,2.526679,0.251414,'Aurobindo Unit III India',False,2.371249,52.845643,4.235617,Adult
114-UG-T01,'Pre-PQ Process',Uganda,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',19-Mar-08,19-Mar-08,19-Mar-08,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,0.48226,0.100807,1.486282,0.293317,'Cipla Goa India',False,0.22861,4.76761,0.124539,Adult
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',1-Jul-08,1-Jul-08,1-Jul-08,Efavirenz,Generic,200mg,Capsule,89.089089,0.167742,0.282259,11.890253,0.754243,'Aurobindo Unit III India',True,0.016329,3.502439,0.348968,Pediatric
112-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',21-Apr-08,21-Apr-08,21-Apr-08,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,2.095168,2.064015,7.022681,0.670438,'Aurobindo Unit III India',False,0.232109,6.617517,2.550451,Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',1-Apr-08,1-Apr-08,1-Apr-08,Didanosine,Generic,100mg,'Chewable/dispersible tablet',59.059059,15.1065,12.196634,5.759341,0.544731,'Aurobindo Unit III India',True,2.280272,23.899504,15.0679,Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',13-Mar-08,13-Mar-08,13-Mar-08,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,0.401614,0.00042,0.007431,0,'Inverness Japan',True,0.071149,4.228067,0,'HIV test - Ancillary'
119-NA-T01,'Pre-PQ Process',Namibia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',14-Mar-08,14-Mar-08,14-Mar-08,Efavirenz,Generic,600mg,Tablet,29.029029,33.869464,42.37406,8.925121,1.676095,'Aurobindo Unit III India',True,2.116979,20.96951,52.350411,Adult
114-UG-T01,'Pre-PQ Process',Uganda,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',7-Apr-08,7-Apr-08,7-Apr-08,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,2.337104,3.288816,10.032401,0.921852,'Cipla Goa India',True,0.194785,5.082022,4.063079,Adult
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',11-Apr-08,11-Apr-08,11-Apr-08,Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.053226,0.096882,12.603668,0.377121,'MSD Haarlem NL',True,0.016329,3.092672,0.11935,Pediatric
117-ET-T01,'Pre-PQ Process',Ethiopia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',6-Mar-08,6-Mar-08,6-Mar-08,Lamivudine,Generic,150mg,Tablet,59.059059,105.643889,33.454355,2.259148,0.209512,'Ranbaxy Paonta Shahib India',True,4.499892,41.591397,41.330023,Adult
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',14-Apr-08,14-Apr-08,14-Apr-08,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,39.264643,38.652658,7.022681,0.670438,'Aurobindo Unit III India',False,5.410834,164.07574,47.752853,Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',22-May-08,22-May-08,22-May-08,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,62.901816,48.487981,5.499242,0.502828,'Cipla Goa India',True,9.003282,21.61197,59.903171,Adult
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Truck,'Pre-PQ Process','N/A - From RDC',26-Jul-08,26-Jul-08,26-Jul-08,Efavirenz,Generic,600mg,Tablet,29.029029,6.450021,8.07125,8.925121,1.676095,'Aurobindo Unit III India',False,7.705102,78.253196,9.970889,Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,'Pre-PQ Process','N/A - From RDC',23-Jul-08,23-Jul-08,23-Jul-08,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,96.772893,72.580762,5.350614,0.502828,'Strides Bangalore India.',False,14.703378,24.349043,89.667948,Adult
105-GY-T01,'Pre-PQ Process',Guyana,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',20-May-08,20-May-08,20-May-08,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,2.466137,21.130074,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',True,0.404734,14.567113,26.105152,Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',10-Jul-08,10-Jul-08,10-Jul-08,Lamivudine,Generic,150mg,Tablet,59.059059,18.308124,5.55013,2.16254,0.209512,'Aurobindo Unit III India',True,0.667169,14.333764,6.856121,Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',26-Sep-08,26-Sep-08,26-Sep-08,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,4.159691,17.815553,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',True,0.684665,3.981392,22.009641,Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',11-Nov-08,11-Nov-08,11-Nov-08,Zidovudine,Generic,300mg,Tablet,59.059059,8.062929,6.636435,5.870812,0.544731,'Aurobindo Unit III India',True,0.267101,6.123028,10.043537,Adult
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Truck,'Pre-PQ Process','N/A - From RDC',19-Nov-08,19-Nov-08,19-Nov-08,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,12.901655,2.688176,1.486282,0.293317,'Cipla Goa India',True,10.328289,103.168297,4.068268,Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',11-Dec-08,11-Dec-08,11-Dec-08,Zidovudine,Generic,300mg,Tablet,59.059059,3.717754,3.157582,6.056598,0.586633,'Aurobindo Unit III India',True,0.153962,5.726622,4.779177,Adult
102-KE-T01,'Pre-PQ Process',Kenya,'PMO - US','From RDC','N/A - From RDC',Truck,'Pre-PQ Process','N/A - From RDC',23-Oct-08,23-Oct-08,23-Oct-08,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,8.062929,0.008401,0.007431,0,'Inverness Japan',True,1.519792,23.33324,0.012973,'HIV test - Ancillary'
105-GY-T01,'Pre-PQ Process',Guyana,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',21-Nov-08,21-Nov-08,21-Nov-08,Zidovudine,Generic,300mg,Tablet,59.059059,0.669357,0.552151,5.870812,0.544731,'Aurobindo Unit III India',True,0.057153,5.057648,0.835448,Adult
114-UG-T01,'Pre-PQ Process',Uganda,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',3-Mar-09,3-Mar-09,3-Mar-09,Zidovudine,Generic,300mg,Tablet,59.059059,0.079033,0.066364,5.870812,0.544731,'Aurobindo Unit III India',True,0.003499,3.377047,0.099891,Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,'Pre-PQ Process','N/A - From RDC',21-Oct-08,21-Oct-08,21-Oct-08,Nevirapine,Generic,200mg,Tablet,59.059059,65.246985,23.108841,2.526679,0.251414,'Aurobindo Unit III India',True,4.417079,14.016108,34.973354,Adult
114-UG-T01,'Pre-PQ Process',Uganda,'PMO - US','From RDC','N/A - From RDC',Truck,'Pre-PQ Process','N/A - From RDC',15-Dec-08,15-Dec-08,15-Dec-08,Nevirapine,Generic,200mg,Tablet,59.059059,4.067755,1.356454,2.378051,0.209512,'Hetero Unit III Hyderabad IN',True,0.682332,19.669297,2.052296,Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'PMO - US','From RDC','N/A - From RDC',Air,'Pre-PQ Process','N/A - From RDC',6-Mar-09,6-Mar-09,6-Mar-09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,24.192014,22.076649,6.509913,0.628536,'Aurobindo Unit III India',True,1.590941,73.241742,33.410132,Adult
