'project code','pq #',country,'pq first sent to client date','molecule/test type',brand,dosage,'dosage form','manufacturing site','sub classification'
111-MZ-T30,FPQ-4711,Mozambique,12/23/09,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Cipla Goa India',Adult
104-CI-T30,FPQ-6499,'Cote d Ivoire',10/4/10,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
100-ZW-T01,'Pre-PQ Process',Zimbabwe,'Pre-PQ Process',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Cipla Goa India',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-9432,Nigeria,3/1/12,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process','Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister','BMS Meymac France',Adult
114-UG-T30,FPQ-12290,Uganda,5/17/13,Darunavir,Prezista,300mg,Tablet,'Aspen-OSD Port Elizabeth SA',Adult
101-CD-T30,FPQ-8840,'Congo DRC',11/21/11,Nevirapine,Generic,200mg,Tablet,'Strides Bangalore India.',Adult
109-TZ-T30,FPQ-13566,Tanzania,1/15/14,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
111-MZ-T30,FPQ-13165,Mozambique,10/21/13,Lamivudine,Generic,150mg,Tablet,'Micro labs Verna Goa India',Adult
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-12473,Uganda,6/11/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC','Aspen-OSD Port Elizabeth SA',Adult
109-TZ-T30,FPQ-12587,Tanzania,7/4/13,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
113-ZW-T30,FPQ-7052,Zimbabwe,1/19/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
104-CI-T30,FPQ-12800,'Cote d Ivoire',8/9/13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
106-HT-T30,FPQ-9635,Haiti,5/14/12,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-7052,Zimbabwe,1/19/11,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
105-GH-T30,FPQ-13609,Ghana,2/19/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-12255,Uganda,5/8/13,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
114-UG-T30,FPQ-7617,Uganda,4/29/11,Etravirine,Intelence,100mg,Tablet,'Janssen-Cilag Latina IT',Adult
114-UG-T30,FPQ-4275,Uganda,9/17/09,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
113-ZW-T30,FPQ-13939,Zimbabwe,4/1/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
111-MZ-T30,FPQ-11884,Mozambique,3/19/13,Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
104-CI-T30,FPQ-8363,'Cote d Ivoire',8/29/11,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
104-CI-T30,FPQ-6891,'Cote d Ivoire',12/21/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-8364,Nigeria,8/29/11,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
111-MZ-T30,FPQ-10210,Mozambique,6/28/12,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-3596,'South Africa',5/7/09,Nevirapine,Viramune,200mg,Tablet,'Boehringer Ing. Koropi GR',Adult
108-VN-T30,FPQ-9577,Vietnam,4/11/12,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-8952,Nigeria,12/8/11,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
109-TZ-T30,FPQ-12015,Tanzania,4/2/13,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
100-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'Pre-PQ Process',Zidovudine,Generic,300mg,Tablet,'Ranbaxy Paonta Shahib India',Adult
116-ZA-T30,FPQ-13035,'South Africa',10/8/13,Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-13628,'Cote d Ivoire',1/29/14,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T30,FPQ-9432,Nigeria,3/1/12,Nevirapine,Generic,200mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Cipla Goa India',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-10626,'Cote d Ivoire',9/6/12,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-8464,Zimbabwe,10/4/11,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Cipla Goa India',Adult
109-TZ-T30,FPQ-8297,Tanzania,8/22/11,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-7054,Mozambique,1/21/11,Saquinavir,Invirase,200mg,Capsule,'Roche Basel',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Ritonavir,Norvir,100mg,Capsule,'ABBVIE (Abbott) France',Adult
104-CI-T30,FPQ-12144,'Cote d Ivoire',4/22/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
900-UG-T30,FPQ-10089,Uganda,6/7/12,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
105-GY-T30,FPQ-13071,Guyana,10/9/13,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-14370,'Cote d Ivoire',5/23/14,Efavirenz,Generic,600mg,Tablet,'Micro labs Verna Goa India',Adult
114-UG-T30,FPQ-8520,Uganda,10/5/11,Nevirapine,Generic,200mg,Tablet,'Strides Bangalore India.',Adult
109-TZ-T30,FPQ-7347,Tanzania,3/7/11,Efavirenz,Generic,600mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
104-CI-T30,FPQ-8790,'Cote d Ivoire',11/11/11,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
104-CI-T30,FPQ-15259,'Cote d Ivoire',10/24/14,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
105-GH-T30,FPQ-13872,Ghana,3/24/14,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
901-NA-T30,FPQ-14689,Namibia,7/30/14,Efavirenz,Generic,600mg,Tablet,'Hetero Jadcherla unit 5 IN',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-4185,Uganda,9/8/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-8428,Vietnam,9/21/11,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
109-TZ-T30,FPQ-10545,Tanzania,8/24/12,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-10632,Zimbabwe,9/11/12,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
102-BI-T30,FPQ-11661,Burundi,2/20/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-4275,Uganda,9/17/09,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
110-ZM-T30,FPQ-7767,Zambia,7/26/11,Zidovudine,Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
151-NG-T30,FPQ-12248,Nigeria,5/6/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
106-HT-T30,FPQ-10883,Haiti,10/30/12,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-13693,Uganda,2/7/14,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
109-TZ-T30,FPQ-10545,Tanzania,8/24/12,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
108-VN-T30,FPQ-4266,Vietnam,10/20/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
104-CI-T30,FPQ-8804,'Cote d Ivoire',11/28/11,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-13034,Vietnam,10/4/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
113-ZW-T30,FPQ-7052,Zimbabwe,1/19/11,Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
100-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
114-UG-T30,FPQ-11143,Uganda,12/13/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
101-CD-T30,FPQ-14576,'Congo DRC',7/14/14,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
106-HT-T30,FPQ-4384,Haiti,10/23/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
108-VN-T30,FPQ-7469,Vietnam,3/31/11,Ritonavir,Norvir,100mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
107-RW-T30,FPQ-3859,Rwanda,6/30/09,Didanosine,Generic,400mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
151-NG-T30,FPQ-14989,Nigeria,9/19/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
109-TZ-T30,FPQ-12015,Tanzania,4/2/13,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Didanosine,Generic,250mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
103-SS-T30,FPQ-13173,'South Sudan',10/28/13,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
102-ZW-T30,FPQ-9927,Zimbabwe,5/15/12,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
111-MZ-T30,FPQ-7053,Mozambique,1/24/11,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
110-ZM-T30,FPQ-14151,Zambia,4/30/14,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-9355,Uganda,2/20/12,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
110-ZM-T30,FPQ-5702,Zambia,5/20/10,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
106-HT-T30,FPQ-14895,Haiti,9/24/14,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-14843,Mozambique,8/21/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
107-RW-T30,FPQ-13812,Rwanda,3/4/14,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
110-ZM-T30,FPQ-13221,Zambia,10/31/13,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Ranbaxy per Shasun Pharma Ltd',Adult
151-NG-T30,FPQ-6800,Nigeria,12/7/10,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
105-GY-T30,FPQ-11546,Guyana,1/28/13,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
110-ZM-T30,FPQ-11553,Zambia,1/28/13,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Lamivudine,Generic,150mg,Tablet,'Strides Bangalore India.',Adult
110-ZM-T30,FPQ-13221,Zambia,10/31/13,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
108-VN-T30,FPQ-14516,Vietnam,7/9/14,Efavirenz,Generic,600mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
111-MZ-T30,FPQ-11884,Mozambique,3/19/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
900-SS-T30,FPQ-8624,'South Sudan',11/4/11,Lamivudine,Generic,150mg,Tablet,'Macleods Daman Plant INDIA',Adult
106-HT-T30,FPQ-14083,Haiti,5/11/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
104-CI-T30,FPQ-11306,'Cote d Ivoire',12/14/12,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
151-NG-T30,FPQ-14156,Nigeria,4/25/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-8464,Zimbabwe,10/4/11,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
114-UG-T30,FPQ-9355,Uganda,2/20/12,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-11828,'South Africa',3/18/13,Stavudine,Zerit,20mg,Capsule,'Bristol-Myers Squibb Anagni IT',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Cipla Goa India',Adult
101-CD-T30,FPQ-13554,'Congo DRC',1/15/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Raltegravir,Isentress,400mg,Tablet,'MSD Haarlem NL',Adult
105-GY-T30,FPQ-14042,Guyana,4/9/14,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
108-VN-T30,FPQ-6384,Vietnam,9/30/10,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
113-ZW-T30,FPQ-7052,Zimbabwe,1/19/11,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
106-HT-T30,FPQ-15038,Haiti,10/22/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
114-UG-T30,FPQ-5014,Uganda,1/29/10,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-10632,Zimbabwe,9/11/12,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
161-ZA-T30,FPQ-6708,'South Africa',11/26/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
109-TZ-T30,FPQ-13042,Tanzania,10/1/13,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
104-CI-T30,FPQ-13142,'Cote d Ivoire',10/22/13,Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
107-RW-T30,FPQ-9888,Rwanda,5/11/12,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-4265,Vietnam,10/20/09,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-3560,'South Africa',5/7/09,Ritonavir,Norvir,100mg,Capsule,'ABBVIE (Abbott) Logis. UK',Adult
114-UG-T30,FPQ-12253,Uganda,5/8/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
130-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T30,FPQ-8952,Nigeria,12/8/11,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
114-UG-T30,FPQ-7162,Uganda,2/14/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
104-CI-T30,FPQ-7659,'Cote d Ivoire',5/3/11,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
110-ZM-T30,FPQ-14151,Zambia,4/30/14,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-3560,'South Africa',5/7/09,Efavirenz,Generic,600mg,Tablet,'Cipla Goa India',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
106-HT-T30,FPQ-14083,Haiti,5/11/14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
123-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T30,FPQ-8952,Nigeria,12/8/11,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
106-HT-T30,FPQ-11281,Haiti,1/16/13,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Saquinavir,Invirase,200mg,Capsule,'Roche Basel',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Ritonavir,Norvir,100mg,Capsule,'ABBVIE (Abbott) Logis. UK',Adult
111-MZ-T30,FPQ-10211,Mozambique,6/28/12,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-4694,Zimbabwe,12/8/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-5623,'Cote d Ivoire',5/7/10,Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-8428,Vietnam,9/21/11,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
102-CD-T30,FPQ-9906,'Congo DRC',5/15/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
900-UG-T30,FPQ-10048,Uganda,6/6/12,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
114-UG-T30,FPQ-9365,Uganda,3/15/12,Raltegravir,Isentress,400mg,Tablet,'MSD Haarlem NL',Adult
151-NG-T30,FPQ-5023,Nigeria,2/10/10,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-11417,Vietnam,1/10/13,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
