'project code','pq #',country,'pq first sent to client date','molecule/test type',brand,dosage,'dosage form','manufacturing site','sub classification'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
113-ZW-T30,FPQ-7052,Zimbabwe,1/19/11,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-5239,Uganda,3/2/10,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Cipla Goa India',Adult
105-GH-T30,FPQ-14052,Ghana,4/12/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
113-ZW-T30,FPQ-4694,Zimbabwe,12/8/09,Zidovudine,Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
101-CD-T30,FPQ-12033,'Congo DRC',4/8/13,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
102-BW-T01,'Pre-PQ Process',Botswana,'Pre-PQ Process','HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary','Inverness Japan','HIV test - Ancillary'
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Stavudine,Zerit,20mg,Capsule,'BMS Meymac France',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
102-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary','Inverness Japan','HIV test - Ancillary'
111-MZ-T30,FPQ-13123,Mozambique,10/21/13,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit','Trinity Biotech Plc','HIV test'
100-ZW-T01,'Pre-PQ Process',Zimbabwe,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
133-NG-T30,FPQ-4891,Nigeria,1/15/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
151-NG-T30,FPQ-6800,Nigeria,12/7/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
114-UG-T30,FPQ-4497,Uganda,10/28/09,Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
101-CD-T30,FPQ-8840,'Congo DRC',11/21/11,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE (Abbott) Logis. UK',Adult
105-SS-T30,FPQ-12623,'South Sudan',7/18/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
101-CD-T30,FPQ-12093,'Congo DRC',4/23/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
109-TZ-T30,FPQ-13042,Tanzania,10/1/13,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
102-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','ABBVIE GmbH & Co.KG Wiesbaden','HIV test'
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
114-UG-T30,FPQ-14396,Uganda,6/4/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Strides Bangalore India.',Pediatric
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,Nevirapine,Generic,200mg,Tablet,'Cipla Goa India',Adult
106-HT-T30,FPQ-6484,Haiti,10/13/10,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-10633,'Cote d Ivoire',9/11/12,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Aurobindo Unit III India',Adult
102-UG-T30,FPQ-6202,Uganda,8/6/10,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
113-ZW-T30,FPQ-10632,Zimbabwe,9/11/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-12416,Mozambique,6/28/13,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
107-RW-T30,FPQ-12766,Rwanda,8/2/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
107-RW-T30,FPQ-13812,Rwanda,3/4/14,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Didanosine,Generic,250mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
108-VN-T30,FPQ-12539,Vietnam,7/11/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
133-NG-T30,FPQ-9599,Nigeria,3/27/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Ranbaxy Paonta Shahib India',Adult
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,Efavirenz,Generic,600mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
106-HT-T30,FPQ-11442,Haiti,1/30/13,Ritonavir,Norvir,100mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
151-NG-T30,FPQ-11864,Nigeria,3/14/13,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
153-NA-T30,FPQ-8795,Namibia,12/5/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Raltegravir,Isentress,400mg,Tablet,'MSD Haarlem NL',Adult
110-ZM-T30,FPQ-4356,Zambia,9/25/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
151-NG-T30,FPQ-13102,Nigeria,10/17/13,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
100-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
107-RW-T30,FPQ-13851,Rwanda,3/10/14,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
901-CM-T30,FPQ-12520,Cameroon,6/21/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
108-VN-T30,FPQ-12051,Vietnam,5/3/13,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
151-NG-T30,FPQ-14989,Nigeria,9/19/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
106-HT-T30,FPQ-15038,Haiti,10/22/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Etravirine,Intelence,100mg,Tablet,'Janssen-Cilag Latina IT',Adult
110-ZM-T30,FPQ-12634,Zambia,7/17/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
113-ZW-T30,FPQ-7052,Zimbabwe,1/19/11,Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
116-ZA-T30,FPQ-3596,'South Africa',5/7/09,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
131-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC','MSD Haarlem NL',Adult
108-VN-T30,FPQ-14516,Vietnam,7/9/14,Ritonavir,Norvir,100mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
105-GY-T30,FPQ-8620,Guyana,10/27/11,Stavudine,Generic,15mg,Capsule,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
161-ZA-T30,FPQ-6708,'South Africa',11/26/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-9506,Mozambique,3/16/12,Lamivudine,Generic,150mg,Tablet,'Strides Bangalore India.',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Nevirapine,Generic,200mg,Tablet,'Cipla Goa India',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,'Gilead(Nycomed) Oranienburg DE',Adult
151-NG-T30,FPQ-14989,Nigeria,9/19/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
113-ZW-T30,FPQ-6470,Zimbabwe,10/13/10,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
104-CI-T30,FPQ-4378,'Cote d Ivoire',10/15/09,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
109-TZ-T30,FPQ-13804,Tanzania,2/28/14,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
161-ZA-T30,FPQ-6708,'South Africa',11/26/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T30,FPQ-10728,Zambia,10/5/12,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T30,FPQ-7085,Zambia,2/3/11,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
117-ET-T30,FPQ-15928,Ethiopia,3/10/15,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
106-HT-T30,FPQ-14895,Haiti,9/24/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-4770,'South Africa',12/17/09,Ritonavir,Norvir,100mg,Capsule,'ABBVIE (Abbott) Logis. UK',Adult
107-RW-T30,FPQ-8263,Rwanda,8/19/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
109-TZ-T30,FPQ-12197,Tanzania,4/30/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
114-UG-T30,FPQ-14396,Uganda,6/4/14,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
901-CM-T30,FPQ-12837,Cameroon,8/19/13,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-5535,'South Africa',4/19/10,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
151-NG-T30,FPQ-11771,Nigeria,2/28/13,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
800-CM-T30,FPQ-12570,Cameroon,7/10/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
107-RW-T30,FPQ-14813,Rwanda,10/9/14,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Didanosine,Generic,100mg,'Chewable/dispersible tablet','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-13035,'South Africa',10/8/13,Nevirapine,Generic,200mg,Tablet,'Cipla Goa India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Efavirenz,Stocrin/Sustiva,50mg,Capsule,'MSD Midrand J burg SA',Pediatric
104-CI-T30,FPQ-10405,'Cote d Ivoire',7/24/12,Efavirenz,Generic,600mg,Tablet,'Hetero Jadcherla unit 5 IN',Adult
105-GH-T30,FPQ-14667,Ghana,8/11/14,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC','Mylan  H-12 & H-13 India',Pediatric
102-DO-T30,FPQ-9676,'Dominican Republic',4/9/12,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
102-BW-T01,'Pre-PQ Process',Botswana,'Pre-PQ Process','HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit','Pacific Biotech Thailand','HIV test'
133-NG-T30,FPQ-12812,Nigeria,8/13/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
151-NG-T30,FPQ-5023,Nigeria,2/10/10,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
103-ZW-T30,FPQ-13967,Zimbabwe,4/2/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Cipla Goa India',Pediatric
800-LS-T30,FPQ-13954,Lesotho,3/24/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
113-ZW-T30,FPQ-7052,Zimbabwe,1/19/11,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
116-ZA-T30,FPQ-13035,'South Africa',10/8/13,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-10556,Uganda,8/30/12,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,'Tablet - FDC','GSK Ware (UK)',Adult
104-CI-T30,FPQ-5201,'Cote d Ivoire',3/3/10,Stavudine,Generic,1mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
105-SS-T30,FPQ-12623,'South Sudan',7/18/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
105-SS-T30,FPQ-15569,'South Sudan',12/29/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
110-ZM-T30,FPQ-12066,Zambia,4/19/13,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
111-MZ-T30,FPQ-4711,Mozambique,12/23/09,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
100-LB-T01,'Pre-PQ Process',Lebanon,'Pre-PQ Process',Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
101-CD-T30,FPQ-14636,'Congo DRC',7/23/14,Lamivudine,Generic,150mg,Tablet,'Micro labs Verna Goa India',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
113-ZW-T30,FPQ-7934,Zimbabwe,6/28/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
900-UG-T30,FPQ-10089,Uganda,6/7/12,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
106-HT-T30,FPQ-15038,Haiti,10/22/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
113-ZW-T30,FPQ-13508,Zimbabwe,12/24/13,Nevirapine,Generic,200mg,Tablet,'Micro labs Verna Goa India',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
105-SS-T30,FPQ-15569,'South Sudan',12/29/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
109-TZ-T30,FPQ-3782,Tanzania,6/11/09,Ritonavir,Norvir,100mg,Capsule,'ABBVIE (Abbott) Logis. UK',Adult
111-MZ-T30,FPQ-10210,Mozambique,6/28/12,Nevirapine,Generic,200mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
107-RW-T30,FPQ-13853,Rwanda,3/25/14,Atazanavir,Reyataz,150mg,Capsule,'BMS Evansville US',Pediatric
110-ZM-T30,FPQ-14827,Zambia,8/19/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
107-RW-T30,FPQ-8716,Rwanda,10/31/11,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
102-BI-T30,FPQ-12065,Burundi,4/22/13,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution','MSD Haarlem NL',Pediatric
111-MZ-T30,FPQ-12416,Mozambique,6/28/13,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
108-VN-T30,FPQ-10286,Vietnam,7/25/12,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
109-TZ-T30,FPQ-12015,Tanzania,4/2/13,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
102-SD-T30,FPQ-7321,Sudan,3/29/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process','Didanosine EC','Videx EC',250mg,'Delayed-release capsules - blister','BMS Meymac France',Adult
151-NG-T30,FPQ-13293,Nigeria,11/19/13,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-4275,Uganda,9/17/09,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-13124,Mozambique,10/21/13,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-4275,Uganda,9/17/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Zidovudine,Retrovir,10mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
111-MZ-T30,FPQ-13093,Mozambique,10/15/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
102-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit','Bio-Rad Laboratories','HIV test'
110-ZM-T30,FPQ-9472,Zambia,3/8/12,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
161-ZA-T30,FPQ-6262,'South Africa',8/31/10,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
102-ML-T30,FPQ-13391,Mali,12/16/13,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
900-UG-T30,FPQ-10084,Uganda,6/7/12,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
101-CD-T30,FPQ-14717,'Congo DRC',7/28/14,Didanosine,Generic,200mg,'Delayed-release capsules','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-11254,'Cote d Ivoire',12/14/12,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
119-NA-T01,'Pre-PQ Process',Namibia,'Pre-PQ Process','HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit','Inverness USA','HIV test'
106-HT-T30,FPQ-4384,Haiti,10/23/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-10945,Uganda,11/6/12,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
110-ZM-T30,FPQ-12066,Zambia,4/19/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
901-NA-T30,FPQ-14728,Namibia,7/30/14,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan  H-12 & H-13 India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Zidovudine,Retrovir,300mg,Tablet,'GSK Aranda',Adult
114-UG-T30,FPQ-7267,Uganda,3/4/11,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
108-VN-T30,FPQ-4266,Vietnam,10/20/09,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
112-NG-T30,FPQ-4151,Nigeria,9/18/09,Artemether/Lumefantrine,Coartem,20/120mg,'Tablet - FDC + blister','Novartis Pharma AG Switzerland',ACT
109-TZ-T30,FPQ-6226,Tanzania,8/16/10,Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-10994,Tanzania,11/13/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
113-ZW-T30,FPQ-11545,Zimbabwe,1/24/13,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Cipla Kurkumbh India',Adult
114-UG-T30,FPQ-8522,Uganda,10/5/11,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
106-HT-T30,FPQ-15038,Haiti,10/22/14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
104-CI-T30,FPQ-11253,'Cote d Ivoire',12/14/12,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Aurobindo Unit III India',Adult
