country,'vendor inco term','shipment mode','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
'South Africa',DDP,Air,'Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,0.095162,0.304638,22.457715,4.232139,'Aspen-OSD Port Elizabeth SA',1.519792,23.33324,0.460534,Adult
Uganda,'N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,24.364595,20.965057,6.138343,0.586633,'Aurobindo Unit III India',1.643429,37.72718,26.709684,Adult
Swaziland,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.208065,1.747315,59.451265,3.352189,'Alere Medical Co. Ltd.',0.069983,4.693176,1.891433,'HIV test'
Malawi,EXW,Ocean,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,393.225462,470.642896,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',32.132585,85.877782,449.52805,Adult
Uganda,'N/A - From RDC',Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,0.353227,1.519156,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',0.058319,4.690621,2.298779,Adult
Uganda,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,3.606463,0.917051,1.813264,0.167609,'Aurobindo Unit III India',0.987923,17.257682,1.388089,Adult
'Congo DRC','N/A - From RDC',Air,Nevirapine,Generic,200mg,Tablet,59.059059,0.040323,0.01127,1.917303,0.167609,'Strides Bangalore India.',0.032659,1.572298,0.011676,Adult
'South Africa',DDP,Truck,Nevirapine,Viramune,10mg/ml,'Oral suspension',239.239239,0.062903,0.093683,10.359383,0.251414,'BI Ingelheim Germany',1.519792,23.33324,0.115458,Pediatric
Nigeria,'N/A - From RDC','Air Charter',Nevirapine,Generic,200mg,Tablet,59.059059,76.04702,21.626295,2.028774,0.209512,'Aurobindo Unit III India',6.248294,21.220017,36.002096,Adult
Rwanda,EXW,Ocean,Nevirapine,Generic,200mg,Tablet,59.059059,284.031561,71.895781,1.805832,0.167609,'Hetero Unit III Hyderabad IN',28.248541,81.945242,119.686992,Adult
Mozambique,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,299.797741,350.38993,8.33804,0.796145,'Aurobindo Unit III India',31.212311,42.826463,446.406796,Adult
Namibia,EXW,Air,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,1.288714,9.408617,52.019857,2.933166,'Inverness Japan',0.227444,6.931721,14.238938,'HIV test'
'Cote d Ivoire','N/A - From RDC',Truck,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,4.901629,3.279038,4.770964,0.87995,'Mylan (formerly Matrix) Nashik',2.617355,11.377739,4.177239,Adult
Zambia,'N/A - From RDC',Truck,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,14.675854,5.014793,2.437502,0.209512,'Cipla Goa India',0.808301,10.347642,8.347993,Adult
Vietnam,FCA,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,1.611296,13.808826,61.078743,2.849361,'ABBVIE Ludwigshafen Germany',0.263602,10.090403,17.059223,Adult
'South Africa',DDP,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,6.0226,22.578212,26.738206,1.257071,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,34.170338,Adult
Tanzania,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,50.230807,11.82553,1.679498,0.167609,'Hetero Unit III Hyderabad IN',11.790929,24.628274,11.295411,Adult
Namibia,EXW,Air,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,47.030797,51.441615,7.802979,1.466583,'Mylan  H-12 & H-13 India',3.968023,59.098585,40.831867,Adult
Uganda,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,73.934109,30.113355,2.905681,0.544731,'Strides Bangalore India.',6.398757,94.322592,32.599333,Adult
'Dominican Republic',EXW,Air,Atazanavir,Generic,300mg,Capsule,29.029029,3.066139,6.391139,14.862816,2.807459,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',0.198284,6.783544,6.104997,Adult
Zimbabwe,'N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,120.987487,129.180862,7.617193,1.42468,'Cipla Ltd A-42 MIDC Mahar. IN',25.158803,83.924614,102.538257,Adult
Nigeria,'N/A - From RDC','Air Charter','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,10.003258,12.245525,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',0.653172,21.220017,20.385448,Adult
'South Africa',DDP,Truck,Stavudine,Generic,30mg,Capsule,59.059059,14.880693,6.242898,2.994857,0.293317,'Aurobindo Unit III India',1.519792,23.33324,5.962296,Adult
Haiti,'N/A - From RDC',Air,Stavudine,Generic,30mg,Capsule,59.059059,13.933916,2.119358,1.084986,0.083805,'Aurobindo Unit III India',1.848711,23.513145,3.206875,Adult
Zambia,EXW,Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,62.546976,72.582308,8.278589,0.796145,'Aurobindo Unit III India',3.752242,49.588878,31.149964,Adult
Ethiopia,'N/A - From RDC',Air,Nevirapine,Generic,200mg,Tablet,59.059059,10.74197,3.245452,2.155108,0.209512,'Aurobindo Unit III India',0.907443,16.230728,5.403168,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,600mg,Tablet,29.029029,2.204846,3.695549,11.949704,2.262728,'Cipla Goa India',1.519792,23.33324,3.529897,Adult
Vietnam,EXW,Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,0.217743,0.042272,1.37481,0.041902,'Aurobindo Unit III India',0.201784,3.723911,0.040216,Pediatric
Haiti,'N/A - From RDC',Air,Zidovudine,Generic,100mg,Capsule,99.099099,0.946777,0.493952,3.715704,0.209512,'Aurobindo Unit III India',0.127135,35.666986,0.822475,Pediatric
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,15.309727,8.867803,4.131863,0.377121,'Cipla Goa India',1.190873,18.007374,11.298006,Adult
Botswana,EXW,Air,'HIV OraQuick Controls Kit 3 Vials',OraQuick,300mg,'Test kit - Ancillary',2.002002,0.014516,0.042003,18.57852,34.904672,'Orasure Technologies Inc USA',0.006998,1.049568,0.063567,'HIV test - Ancillary'
Vietnam,EXW,Air,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.611296,0.352823,1.560596,0.041902,'Aurobindo Unit III India',1.097563,14.475072,0.435886,Pediatric
Guyana,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,3.362914,11.215072,23.780506,6.704379,'Trinity Biotech Plc',0.82463,20.458242,16.972306,'HIV test'
Namibia,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,'Chewable/dispersible tablet - FDC',59.059059,1.624199,0.421694,1.850421,0.167609,'Cipla Goa India',0.353413,10.318228,0.638261,Pediatric
Haiti,EXW,Ocean,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,149.192417,163.180707,7.802979,1.466583,'Hetero Unit III Hyderabad IN',17.408212,76.297335,129.525559,Adult
Zambia,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,275.576695,121.139436,3.136054,0.586633,'Hetero Unit III Hyderabad IN',17.419876,54.959418,201.664669,Adult
Mozambique,'N/A - From RDC',Truck,Ritonavir,Norvir,100mg,Capsule,83.083083,2.188717,2.188045,7.12672,0.460926,'ABBVIE (Abbott) Logis. UK',0.451389,7.272129,2.70353,Adult
Mozambique,'N/A - From RDC',Truck,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,42.477556,8.628567,1.449125,0.041902,'Aurobindo Unit III India',11.583313,23.778739,10.993145,Pediatric
Mozambique,EXW,Air,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,6.772602,50.799477,53.498707,3.01697,'Inverness Japan',1.125556,26.863677,62.758483,'HIV test'
'Cote d Ivoire','N/A - From RDC',Air,Nevirapine,Generic,200mg,Tablet,59.059059,21.490392,6.716241,2.229422,0.209512,'Aurobindo Unit III India',3.072243,21.095834,10.164184,Adult
'South Sudan',EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,1.206456,4.026888,23.780506,6.704379,'Trinity Biotech Plc',0.305591,16.116798,4.358859,'HIV test'
Nigeria,'N/A - From RDC','Air Charter',Efavirenz,Generic,600mg,Tablet,29.029029,112.901977,45.984617,2.905681,0.544731,'Strides Bangalore India.',8.035187,58.999156,49.7805,Adult
'Cote d Ivoire',EXW,Air,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,3.224204,23.521543,52.019857,2.933166,'Inverness Japan',0.52837,29.700526,35.597345,'HIV test'
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,21.308133,11.942318,3.998098,0.377121,'Strides Bangalore India.',3.173718,16.489866,15.214492,Adult
'South Africa',DDP,Truck,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,0.438711,1.036616,16.794982,3.142678,'Aurobindo Unit III India',1.519792,23.33324,0.989824,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,0.224194,0.079973,2.526679,0.251414,'Cipla Goa India',0.019828,3.703438,0.13362,Adult
Ghana,EXW,Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,40.47755,34.575896,6.093755,0.586633,'Aurobindo Unit III India',3.693923,55.889463,27.445242,Adult
Zimbabwe,'N/A - From RDC',Truck,Zidovudine,Generic,300mg,Tablet,59.059059,9.482289,7.438923,5.59585,0.544731,'Hetero Unit III Hyderabad IN',0.791972,11.397763,12.383829,Adult
'Congo DRC','N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,17.604895,11.994415,4.860141,0.460926,'Aurobindo Unit III India',0.760479,28.454688,11.456274,Adult
Botswana,EXW,Air,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,0.159678,0.000168,0.007431,0.0,'Inverness Japan',1.519792,23.33324,0.0,'HIV test - Ancillary'
'South Africa',DDP,Air,Stavudine,Zerit,20mg,Capsule,59.059059,0.48226,0.198085,2.920543,0.293317,'BMS Meymac France',1.519792,23.33324,0.299672,Adult
'South Africa',DDP,Truck,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.001613,0.00788,17.426652,0.335219,'ABBVIE (Abbott) Logis. UK',1.519792,23.33324,0.007784,Pediatric
Kenya,'N/A - From RDC',Truck,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,3.224204,0.00336,0.007431,0.0,'Inverness Japan',0.571526,1.398987,0.003892,'HIV test - Ancillary'
Mozambique,'N/A - From RDC',Truck,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,39.946903,10.36163,1.850421,0.167609,'Hetero Unit III Hyderabad IN',23.349748,40.396344,8.224751,Adult
Tanzania,EXW,Air,'HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit',99.099099,1.127423,16.347473,103.296573,5.824429,'Trinity Biotech Plc',0.569193,10.748502,31.149964,'HIV test'
Zimbabwe,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,2.998397,3.881256,9.229809,1.717997,'Aurobindo Unit III India',0.492212,11.511727,4.794744,Adult
Nigeria,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.329046,36.088768,59.451265,3.352189,'Inverness Japan',1.497631,75.335872,60.078304,'HIV test'
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,124.729435,145.779177,8.33804,0.796145,'Aurobindo Unit III India',13.152094,150.343109,185.727592,Adult
Uganda,'N/A - From RDC',Air,Stavudine,Generic,30mg,Capsule,59.059059,0.159678,0.02453,1.084986,0.083805,'Aurobindo Unit III India',0.008165,1.805232,0.040216,Adult
'Congo DRC','N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,0.037097,0.009395,1.731518,0.167609,'Hetero Unit III Hyderabad IN',0.002333,1.80102,0.010378,Adult
'South Africa',DDP,Air,Lamivudine,Generic,150mg,Tablet,59.059059,0.001613,0.00085,1.880146,0.167609,'Aurobindo Unit III India',0.001166,14.210341,0.001297,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,50mg,Capsule,29.029029,0.966132,0.317541,2.340894,0.419024,'Aurobindo Unit III India',1.519792,23.33324,0.479993,Pediatric
Vietnam,CIP,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,2.127426,40.101274,134.374721,6.327257,'ABBVIE (Abbott) Logis. UK',0.354579,46.443142,31.149964,Adult
'South Sudan',EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.03871,0.134409,23.780506,6.704379,'Trinity Biotech Plc',0.205283,14.237718,0.128431,'HIV test'
'Congo DRC',FCA,Air,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.030645,0.103562,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',0.060652,5.429472,0.098593,Pediatric
Tanzania,'N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',99.099099,45.908213,6.216946,0.966083,0.041902,'Aurobindo Unit III India',23.481549,338.05383,5.937648,Pediatric
Nigeria,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,2.41775,20.161323,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',0.597186,13.483539,24.907763,'HIV test'
Uganda,'N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.420982,3.409078,5.499242,0.502828,'Strides Bangalore India.',0.237941,12.001452,5.15928,Adult
Uganda,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,1.340327,0.503227,2.675307,0.251414,'Strides Bangalore India.',1.519792,23.33324,0.399562,Pediatric
Zambia,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,56.450182,41.868347,5.291163,0.502828,'Strides Bangalore India.',3.037252,8.45137,63.363015,Adult
'South Africa',DDP,Ocean,Nevirapine,Generic,200mg,Tablet,59.059059,81.169617,22.998478,2.021343,0.209512,'Cipla Goa India',1.519792,23.33324,29.300351,Adult
Haiti,'N/A - From RDC',Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,7.756477,1.495046,1.37481,0.041902,'Aurobindo Unit III India',9.045272,258.375684,2.489479,Pediatric
'Cote d Ivoire','N/A - From RDC',Truck,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,13.669399,35.259761,18.400166,0.87995,'Aurobindo Unit III India',3.807062,49.603931,38.16985,Adult
Uganda,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,116.113278,53.824003,3.306977,0.628536,'Strides Bangalore India.',8.382768,56.223312,89.603084,Adult
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,24.385563,21.796003,6.376148,0.586633,'Aurobindo Unit III India',27.616364,32.470155,23.594917,Adult
Mozambique,'N/A - From RDC',Truck,Abacavir,Generic,300mg,Tablet,59.059059,0.651615,0.764139,8.345471,0.796145,'Mylan (formerly Matrix) Nashik',0.045489,12.391575,0.730368,Adult
Rwanda,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,42.804977,36.831444,6.138343,0.586633,'Aurobindo Unit III India',5.69543,26.609649,35.179621,Adult
Rwanda,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,143.239172,33.721214,1.679498,0.167609,'Hetero Unit III Hyderabad IN',6.556218,36.733886,26.766765,Adult
'South Africa',DDP,Truck,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,0.0,0.002562,11.332897,2.137021,'Aurobindo Unit III India',1.519792,23.33324,0.002595,Adult
Vietnam,EXW,Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,17.356508,14.645891,6.019441,0.544731,'Cipla Goa India',1.732073,9.328007,13.988563,Adult
Nigeria,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,5.159694,47.84954,66.139532,3.729311,'Alere Medical Co. Ltd.',1.78806,123.642075,51.799067,'HIV test'
'South Africa',DDP,Truck,Lamivudine,Generic,150mg,Tablet,59.059059,0.12742,0.12289,6.792307,0.628536,'Aurobindo Unit III India',1.519792,23.33324,0.097296,Adult
Haiti,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,8.062929,2.553768,2.259148,0.209512,'Ranbaxy Paonta Shahib India',4.913956,132.969875,3.154983,Adult
'South Africa',DDP,Ocean,Efavirenz,Generic,600mg,Tablet,29.029029,149.192417,73.198203,3.500193,0.670438,'Hetero Unit III Hyderabad IN',9.072099,71.40965,93.256223,Adult
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,122.579428,90.914125,5.291163,0.502828,'Cipla Goa India',10.520742,51.639301,137.589447,Adult
Haiti,FCA,Air,Ritonavir,Norvir,100mg,Tablet,59.059059,0.385485,0.27621,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',0.034991,3.027283,0.263348,Adult
Nigeria,'N/A - From RDC','Air Charter',Efavirenz,Generic,600mg,Tablet,29.029029,14.380692,4.988854,2.474659,0.460926,'Aurobindo Unit III India',0.999587,118.133335,4.764907,Adult
Namibia,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,1.172584,3.913985,23.780506,6.704379,'Trinity Biotech Plc',0.277598,9.628505,4.236914,'HIV test'
'South Africa',DDP,Truck,Raltegravir,Isentress,400mg,Tablet,59.059059,0.008065,0.080637,59.443833,5.573015,'MSD Haarlem NL',1.519792,23.33324,0.063567,Adult
Zambia,'N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,161.28923,147.177657,6.509913,0.628536,'Hetero Unit III Hyderabad IN',9.965545,38.162322,222.737675,Adult
Nigeria,EXW,Air,Zidovudine,Generic,300mg,Tablet,59.059059,41.824328,23.65776,4.035255,0.377121,'Aurobindo Unit III India',1.805555,40.263461,18.778119,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,16.127471,17.22113,7.617193,0.71234,'Aurobindo Unit III India',1.143052,10.972633,31.149964,Adult
Zambia,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,80.643809,79.385209,7.022681,0.670438,'Aurobindo Unit III India',5.429496,8.103367,98.074319,Adult
Rwanda,EXW,Ocean,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,46.561441,97.006205,14.862816,2.807459,'Mylan (formerly Matrix) Nashik',4.508056,19.601457,77.000016,Adult
Cameroon,'N/A - From RDC','Air Charter','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,72.579266,79.536419,7.817841,1.466583,'Hetero Unit III Hyderabad IN',21.937263,427.90679,75.968678,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,20.696841,15.955032,5.499242,0.502828,'Cipla Goa India',1.534955,10.5513,19.710862,Adult
Vietnam,FCA,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,5.537115,35.09009,45.197824,2.137021,'ABBVIE Ludwigshafen Germany',0.963429,11.444992,33.515212,Adult
Nigeria,'N/A - From RDC','Air Charter','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,217.726509,217.727771,7.134152,1.340876,'Aurobindo Unit VII IN',31.330116,186.210232,172.823554,Adult
Haiti,EXW,Ocean,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,58.063091,50.14121,6.160637,0.586633,'Hetero Unit III Hyderabad IN',20.791878,70.862442,39.80053,Adult
'South Africa',DDP,Truck,Etravirine,Intelence,100mg,Tablet,119.119119,0.0,0.004299,19.016973,0.87995,'Janssen-Cilag Latina IT',1.519792,23.33324,0.003892,Adult
Zambia,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,4.837112,16.129058,23.780506,6.704379,'Trinity Biotech Plc',1.026414,26.291647,15.405192,'HIV test'
Zimbabwe,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,10.308098,4.424577,3.06174,0.586633,'Mylan (formerly Matrix) Nashik',10.005202,18.007374,5.636679,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,600mg,Tablet,29.029029,1.611296,2.764366,12.224666,2.30463,'Aurobindo Unit III India',1.519792,23.33324,4.183726,Adult
Nigeria,CIP,Air,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC',29.029029,0.012903,0.07621,37.454297,7.039598,'MSD Haarlem NL',1.519792,23.33324,0.115458,Adult
Vietnam,FCA,Air,Ritonavir,Norvir,100mg,Tablet,29.029029,0.320969,0.781587,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,0.6201,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,5.143565,6.109889,8.471805,0.796145,'Aurobindo Unit III India',0.421063,25.303014,9.247007,Adult
Guyana,'N/A - From RDC',Air,Stavudine,Generic,15mg,Capsule,59.059059,0.017742,0.002661,0.980946,0.083805,'Aurobindo Unit III India',0.199451,8.707021,0.002595,Adult
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.017742,0.03578,13.190749,1.257071,'Aurobindo Unit III India',1.519792,23.33324,0.02854,Adult
'South Africa',DDP,Ocean,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,124.955242,86.558515,4.941886,0.921852,'Aurobindo Unit III India',8.43059,30.409997,110.277825,Adult
Mozambique,'N/A - From RDC',Truck,Lamivudine,Generic,150mg,Tablet,59.059059,3.656463,0.887844,1.731518,0.167609,'Strides Bangalore India.',0.864287,19.734375,0.961284,Adult
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.240323,0.532007,15.687703,1.466583,'Cipla Goa India',1.519792,23.33324,0.657721,Adult
Mozambique,'N/A - From RDC',Air,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,4.832274,8.559994,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',1.519792,25.422019,31.149964,Adult
Nigeria,'N/A - From RDC','Air Charter','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,95.966439,95.967897,7.134152,1.340876,'Hetero Unit III Hyderabad IN',31.330116,186.210232,76.174946,Adult
Zimbabwe,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,16.311343,14.987504,6.554502,1.215169,'Mylan (formerly Matrix) Nashik',2.451729,26.805988,24.950574,Adult
'Cote d Ivoire','N/A - From RDC',Air,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,1.53065,1.361477,6.338991,1.173266,'Mylan (formerly Matrix) Nashik',0.062984,4.179975,2.06008,Adult
Tanzania,EXW,Air,Abacavir,Generic,300mg,Tablet,59.059059,32.256556,37.264845,8.241432,0.754243,'Mylan (formerly Matrix) Nashik',2.413239,33.543683,29.579266,Adult
'South Africa',DDP,Ocean,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,69.805064,48.355589,4.941886,0.921852,'Aurobindo Unit III India',4.712173,21.131083,61.606499,Adult
Zambia,'N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,149.179513,108.777729,5.201986,0.502828,'Hetero Unit III Hyderabad IN',26.240036,41.224923,117.756641,Adult
'South Africa',DDP,Truck,Abacavir,Generic,300mg,Tablet,59.059059,0.130646,0.737933,39.802622,3.729311,'Aurobindo Unit III India',1.519792,23.33324,0.58637,Adult
Zambia,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.172581,0.045544,1.865283,0.167609,'Hetero Unit III Hyderabad IN',2.25811,32.525221,0.058378,Adult
Ethiopia,EXW,Air,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,0.579034,1.965729,24.152076,6.788184,'Chembio Diagnostics Sys. Inc.',0.130634,4.881505,1.786354,'HIV test'
Mozambique,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,0.320969,0.102151,2.259148,0.209512,'Aurobindo Unit III India',4.946615,87.833712,0.125836,Adult
Haiti,EXW,Ocean,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,91.127713,97.299384,7.617193,1.42468,'Hetero Unit III Hyderabad IN',8.542562,36.248753,77.232229,Adult
'South Africa',DDP,Truck,Ritonavir,Norvir,100mg,Capsule,83.083083,0.022581,0.027107,7.996195,0.544731,'ABBVIE (Abbott) Logis. UK',1.519792,23.33324,0.045405,Adult
Rwanda,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,1.406456,4.693556,23.780506,6.704379,'Trinity Biotech Plc',0.345248,21.812935,5.979161,'HIV test'
Tanzania,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.861306,0.0,0.0,0.0,'Alere Medical Co. Ltd.',1.456808,72.176224,0.0,'HIV test'
Uganda,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,84.67608,28.314058,2.385482,0.460926,'Strides Bangalore India.',11.802593,23.653624,22.474067,Adult
Cameroon,EXW,Air,Zidovudine,Generic,300mg,Tablet,59.059059,27.127507,15.344884,4.035255,0.377121,'Aurobindo Unit III India',3.490973,98.806173,14.656662,Adult
