country,'vendor inco term','shipment mode','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
Vietnam,FCA,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,1.611296,13.808826,61.078743,2.849361,'ABBVIE Ludwigshafen Germany',0.263602,10.090403,17.059223,Adult
Uganda,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,48.38564,41.481922,6.116049,1.131364,'Mylan (formerly Matrix) Nashik',23.595854,275.976709,52.848566,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,1.977426,1.80587,6.509913,0.628536,'Hetero Unit III Hyderabad IN',0.124803,33.610453,3.005796,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,12.229072,14.29459,8.33804,0.796145,'Aurobindo Unit III India',1.038078,23.33324,23.797292,Adult
'Cote d Ivoire','N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,13.933916,21.832293,11.176838,1.047559,'Mylan (formerly Matrix) Nashik',0.906277,11.302028,27.814966,Adult
Zambia,EXW,Air,Nevirapine,Generic,200mg,Tablet,59.059059,62.803428,14.719908,1.672067,0.167609,'Aurobindo Unit III India',4.621195,69.851265,11.684595,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,600mg,Tablet,29.029029,3.683883,6.783603,13.131298,2.47224,'Cipla Goa India',1.519792,23.33324,10.266669,Adult
Ethiopia,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,105.682599,104.583166,7.059838,0.670438,'Aurobindo Unit III India',17.027972,110.980487,129.203834,Adult
Haiti,EXW,Air,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,0.091936,0.038979,2.972563,0.544731,'Mylan (formerly Matrix) Nashik',0.022161,4.396994,0.031135,Adult
Nigeria,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,18.590383,23.259323,8.925121,1.676095,'Aurobindo Unit III India',2.32576,35.321952,28.734738,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine,Generic,150mg,Tablet,59.059059,12.475847,3.028379,1.731518,0.167609,'Aurobindo Unit III India',2.386412,87.108568,3.278225,Adult
Haiti,'N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,4.208078,5.683074,9.631105,0.921852,'Aurobindo Unit III India',18.702893,558.29709,5.427817,Adult
'Cote d Ivoire','N/A - From RDC',Air,Saquinavir,Invirase,200mg,Capsule,269.269269,0.533873,4.386512,58.440593,1.215169,'Roche Basel',0.491046,20.531951,5.418736,Adult
Vietnam,FCA,Air,Ritonavir,Norvir,100mg,Capsule,335.335335,0.159678,3.080146,136.240005,2.30463,'ABBVIE (Abbott) Logis. UK',0.39307,8.75066,3.80492,Adult
Mozambique,'N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,35.482373,44.761497,8.999435,1.676095,'Mylan (formerly Matrix) Nashik',2.919448,14.223736,48.455978,Adult
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,0.901616,0.824195,6.509913,0.628536,'Aurobindo Unit III India',0.791972,11.397763,1.372522,Adult
Zambia,'N/A - From RDC',Air,Nevirapine,Generic,200mg,Tablet,59.059059,53.761464,20.553143,2.727327,0.251414,'Aurobindo Unit III India',3.636771,23.33324,31.149964,Adult
'Cote d Ivoire','N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,42.056587,19.495697,3.306977,0.628536,'Mylan (formerly Matrix) Nashik',7.682941,30.907558,32.455335,Adult
'South Africa',DDP,Truck,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,0.438711,1.036616,16.794982,3.142678,'Aurobindo Unit III India',1.519792,23.33324,0.989824,Adult
Zambia,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,6.450021,4.180114,4.622336,0.87995,'Aurobindo Unit III India',2.216121,17.250709,6.325534,Adult
Vietnam,EXW,Air,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,11.524231,6.603337,4.087274,0.754243,'Mylan (formerly Matrix) Nashik',1.408986,11.41285,8.412857,Adult
'Congo DRC','N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.493569,6.637254,7.290211,0.670438,'Hetero Unit III Hyderabad IN',4.242122,88.498198,7.18563,Adult
Uganda,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,37.095281,15.109231,2.905681,0.544731,'Strides Bangalore India.',1.63643,33.831062,16.356098,Adult
Uganda,CIP,Air,Raltegravir,Isentress,400mg,Tablet,59.059059,0.288711,1.67843,41.244315,3.855018,'MSD Haarlem NL',0.040823,3.056249,1.817488,Adult
Nigeria,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,9.675838,4.637104,3.418448,0.628536,'Aurobindo Unit III India',0.599519,23.33324,7.720109,Adult
Vietnam,EXW,Air,Nevirapine,Generic,200mg,Tablet,59.059059,43.542076,10.024104,1.642341,0.167609,'Hetero Unit III Hyderabad IN',2.013171,41.374275,9.573922,Adult
Vietnam,EXW,Air,Efavirenz,Generic,600mg,Tablet,29.029029,69.088933,30.946757,3.195505,0.586633,'Mylan (formerly Matrix) Nashik',4.075329,36.976418,51.517557,Adult
Ethiopia,'N/A - From RDC',Air,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,23.892013,4.977831,1.486282,0.293317,'Cipla Goa India',5.35718,58.347927,7.533301,Adult
'Dominican Republic','N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,1.61936,0.393423,1.731518,0.167609,'Macleods Daman Plant INDIA',0.63451,15.163656,0.425508,Adult
Swaziland,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,3.780657,2.698803,5.090515,0.963754,'Mylan (formerly Matrix) Nashik',0.278765,8.26021,4.083835,Adult
'Cote d Ivoire','N/A - From RDC',Air,Stavudine,Generic,30mg,Capsule,59.059059,3.337108,0.486896,1.040397,0.083805,'Aurobindo Unit III India',0.205283,5.707668,0.6201,Adult
Mozambique,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,0.320969,0.102151,2.259148,0.209512,'Aurobindo Unit III India',4.946615,87.833712,0.125836,Adult
Zambia,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,99.224514,73.592592,5.291163,0.502828,'Cipla Goa India',27.86247,46.669068,111.374026,Adult
Nigeria,'N/A - From RDC','Air Charter',Nevirapine,Generic,200mg,Tablet,59.059059,31.774296,9.03626,2.028774,0.209512,'Hetero Unit III Hyderabad IN',1.341336,23.33324,15.043251,Adult
Haiti,EXW,Ocean,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,91.127713,97.299384,7.617193,1.42468,'Hetero Unit III Hyderabad IN',8.542562,36.248753,77.232229,Adult
'South Africa',DDP,Truck,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,0.48226,1.189518,17.538123,3.310287,'Aspen-OSD Port Elizabeth SA',1.519792,23.33324,1.469817,Adult
Vietnam,EXW,Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,31.611392,20.252049,4.570316,0.419024,'Cipla Goa India',2.246447,42.890057,30.649522,Adult
Uganda,'N/A - From RDC',Air,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,11.491973,16.390305,10.173598,1.927509,'Mylan (formerly Matrix) Nashik',2.637184,45.749484,17.74289,Adult
Guyana,'N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,1.614521,1.213782,5.358045,0.502828,'Aurobindo Unit III India',0.100309,11.417511,2.021161,Adult
Mozambique,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,2.785493,2.758069,7.059838,0.670438,'Cipla Goa India',3.446651,15.711139,3.407953,Adult
Rwanda,EXW,Ocean,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,63.434076,85.902356,9.660831,1.801802,'Mylan (formerly Matrix) Nashik',5.162395,231.020832,92.992875,Adult
Uganda,CIP,Air,'Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister',29.029029,0.224194,0.556755,17.590143,3.310287,'BMS Meymac France',0.006998,23.33324,0.687558,Adult
Vietnam,EXW,Air,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,135.482695,162.15752,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',11.05611,49.722245,154.882181,Adult
Uganda,'N/A - From RDC',Air,Nevirapine,Generic,200mg,Tablet,59.059059,17.232314,4.775226,1.976755,0.167609,'Hetero Unit III Hyderabad IN',1.060239,17.833925,7.949728,Adult
Nigeria,'N/A - From RDC','Air Charter','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,193.547399,212.097116,7.817841,1.466583,'Hetero Unit III Hyderabad IN',20.376647,71.345228,202.581845,Adult
Ethiopia,'N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.545179,3.310736,4.258197,0.419024,'Strides Bangalore India.',0.397735,0.391745,5.510843,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,333.633334,389.935216,8.33804,0.796145,'Aurobindo Unit III India',34.236733,46.253053,496.789234,Adult
Mozambique,'N/A - From RDC',Truck,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,39.946903,10.36163,1.850421,0.167609,'Hetero Unit III Hyderabad IN',23.349748,40.396344,8.224751,Adult
Rwanda,CIP,Air,Abacavir,Generic,300mg,Tablet,59.059059,42.095297,71.257675,12.076038,1.131364,'Mylan (formerly Matrix) Nashik',3.016257,4.037425,118.624521,Adult
Vietnam,EXW,Air,Lamivudine,Generic,150mg,Tablet,59.059059,3.353237,1.394357,2.965132,0.293317,'Ranbaxy Paonta Shahib India',0.101475,36.790436,31.149964,Adult
'Congo DRC',EXW,Air,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,0.159678,0.127352,5.633007,1.047559,'Aurobindo Unit III India',0.010497,2.533761,0.101188,Adult
Guyana,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,0.783873,0.594841,5.402634,0.502828,'Aurobindo Unit III India',1.496465,44.404285,0.568208,Adult
Vietnam,EXW,Air,Stavudine,Generic,30mg,Capsule,59.059059,64.514724,9.744639,1.077554,0.083805,'Hetero Unit III Hyderabad IN',2.732827,44.021482,12.414963,Adult
Vietnam,EXW,Air,Zidovudine,Generic,300mg,Tablet,59.059059,0.540324,0.423388,5.573556,0.502828,'Mylan (formerly Matrix) Nashik',0.020995,8.717275,0.640856,Adult
Nigeria,'N/A - From RDC','Air Charter',Stavudine,Generic,30mg,Capsule,59.059059,1.664521,0.269011,1.151868,0.125707,'Aurobindo Unit III India',2.182296,39.675515,0.407346,Adult
'South Africa',DDP,Air,Efavirenz,Generic,600mg,Tablet,29.029029,55.740502,27.116173,3.470468,0.670438,'Aurobindo Unit III India',3.779069,14.715291,45.141429,Adult
Nigeria,'N/A - From RDC','Air Charter',Efavirenz,Generic,600mg,Tablet,29.029029,147.040797,63.105599,3.06174,0.586633,'Strides Bangalore India.',7.083422,87.108568,68.31473,Adult
Cameroon,EXW,Air,Zidovudine,Generic,300mg,Tablet,59.059059,8.062929,5.460358,4.830415,0.460926,'Mylan (formerly Matrix) Nashik',0.342916,14.979642,5.215063,Adult
'South Africa',DDP,Truck,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,0.009677,0.02314,14.625011,2.765556,'Aurobindo Unit III India',1.519792,23.33324,0.018162,Adult
Tanzania,'N/A - From RDC',Truck,Zidovudine,Generic,300mg,Tablet,59.059059,10.321001,7.548399,5.216848,0.502828,'Mylan (formerly Matrix) Nashik',0.414065,9.257474,9.616732,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,2.579041,2.354843,6.509913,0.628536,'Hetero Unit III Hyderabad IN',0.015163,6.068825,3.920378,Adult
'Cote d Ivoire','N/A - From RDC',Air,Saquinavir,Invirase,200mg,Capsule,269.269269,1.574199,12.908502,58.440593,1.215169,'Roche Basel',0.571526,6.092301,15.947455,Adult
Vietnam,EXW,Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,65.159888,41.744019,4.570316,0.419024,'Cipla Goa India',4.571041,43.856871,63.17491,Adult
Vietnam,EXW,Air,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,24.65008,24.394865,7.059838,1.340876,'Hetero Unit III Hyderabad IN',1.519792,23.33324,22.170504,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,48.482414,56.665616,8.33804,0.796145,'Aurobindo Unit III India',4.091659,18.136736,85.757948,Adult
Uganda,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,2.612912,1.293643,3.529919,0.670438,'Mylan (formerly Matrix) Nashik',0.417564,8.579834,2.153484,Adult
Haiti,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,31.837199,39.831617,8.925121,1.676095,'Aurobindo Unit III India',3.430322,107.199335,49.2084,Adult
Zimbabwe,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,0.40484,0.150726,2.645581,0.502828,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',6.711347,34.783238,0.163457,Adult
Zimbabwe,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,72.1212,16.978885,1.679498,0.167609,'Hetero Unit III Hyderabad IN',6.910798,47.539387,13.477435,Adult
'South Africa',DDP,Ocean,Efavirenz,Generic,600mg,Tablet,29.029029,145.60047,68.402535,3.351565,0.628536,'Aurobindo Unit III India',1.519792,23.33324,87.147335,Adult
'Cote d Ivoire','N/A - From RDC',Air,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,1.53065,1.361477,6.338991,1.173266,'Mylan (formerly Matrix) Nashik',0.062984,4.179975,2.06008,Adult
Nigeria,'N/A - From RDC','Air Charter','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,13.427463,8.924725,4.741238,0.87995,'Aurobindo Unit III India',10.322457,102.812008,9.660839,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,9.525837,2.421556,1.813264,0.167609,'Aurobindo Unit III India',0.330085,17.155733,3.664814,Adult
Tanzania,'N/A - From RDC',Air,Ritonavir,Norvir,100mg,Capsule,335.335335,0.251614,1.01185,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',3.929532,33.447844,1.250577,Adult
Cameroon,'N/A - From RDC','Air Charter',Nevirapine,Generic,200mg,Tablet,59.059059,142.269814,35.864198,1.798401,0.167609,'Strides Bangalore India.',50.820315,233.838139,38.824976,Adult
'South Africa',DDP,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,2.41775,8.044368,23.721055,1.131364,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,12.173669,Adult
'South Africa',DDP,Ocean,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,241.934651,172.883343,5.097946,0.963754,'Cipla Goa India',11.839917,67.560899,220.258574,Adult
Zimbabwe,EXW,'Air Charter','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,57.99051,28.089889,3.455605,0.670438,'Aurobindo Unit VII IN',4.105655,79.452461,22.29634,Adult
Zambia,'N/A - From RDC',Air,'Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,43.798528,119.765818,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',10.898649,121.6829,147.961196,Adult
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.017742,0.03578,13.190749,1.257071,'Aurobindo Unit III India',1.519792,23.33324,0.02854,Adult
Zimbabwe,'N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,645.161759,655.915036,7.253054,1.382778,'Mylan (formerly Matrix) Nashik',52.704017,163.646881,520.638417,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,30.643647,20.813206,4.845278,0.460926,'Hetero Unit III Hyderabad IN',1.963016,22.243036,16.520852,Adult
Zimbabwe,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,125.937503,72.677248,4.117,0.754243,'Mylan (formerly Matrix) Nashik',9.836077,52.542141,92.593313,Adult
'South Africa',DDP,Truck,Zidovudine,Retrovir,300mg,Tablet,59.059059,0.48226,0.810883,11.957136,1.131364,'GSK Ware (UK)',1.519792,23.33324,1.227226,Adult
Uganda,FCA,Air,Ritonavir,Norvir,100mg,Capsule,335.335335,0.032258,0.135343,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',0.06765,2.678624,0.20497,Adult
Tanzania,'N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,145.681115,112.296922,5.499242,0.502828,'Cipla Goa India',11.238065,182.905237,138.733648,Adult
Zimbabwe,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,111.348746,28.069524,1.798401,0.167609,'Aurobindo Unit III India',16.415623,52.817886,35.760802,Adult
Zambia,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,268.216994,129.638784,3.448173,0.628536,'Hetero Unit III Hyderabad IN',20.034898,103.47173,102.901495,Adult
'Cote d Ivoire',FCA,Ocean,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,2.535492,8.145151,22.9036,1.089462,'ABBVIE Ludwigshafen Germany',0.458387,139.091694,10.376937,Adult
Vietnam,FCA,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,6.146794,38.952657,45.197824,2.137021,'ABBVIE Ludwigshafen Germany',0.961097,11.10089,42.168065,Adult
Mozambique,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,131.079455,75.917663,4.131863,0.377121,'Cipla Goa India',9.903727,36.610358,96.721256,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,'Tablet - FDC + co-blister',89.089089,0.496776,1.427674,20.436372,1.298973,'Aurobindo Unit III India',0.059485,33.610453,2.376616,Adult
'Cote d Ivoire','N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,1.693554,6.321549,26.604441,2.514142,'Aurobindo Unit III India',0.435059,6.384375,7.809622,Adult
'Dominican Republic',EXW,Air,Atazanavir,Generic,300mg,Capsule,29.029029,3.066139,6.391139,14.862816,2.807459,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',0.198284,6.783544,6.104997,Adult
Uganda,FCA,Air,Ritonavir,Norvir,100mg,Tablet,59.059059,0.541937,0.387845,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',0.064151,3.497122,0.371022,Adult
'Cote d Ivoire','N/A - From RDC',Air,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,1.000003,1.773692,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',0.046655,4.78936,31.149964,Adult
Zambia,'N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,22.662976,17.470593,5.499242,0.502828,'Cipla Goa India',1.656259,19.953051,21.584134,Adult
Mozambique,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,2.640331,1.29345,3.492762,0.670438,'Cipla Kurkumbh India',6.030181,29.021194,1.026148,Adult
'South Africa',DDP,Air,Efavirenz,Generic,600mg,Tablet,29.029029,92.901913,45.193621,3.470468,0.670438,'Aurobindo Unit III India',5.6826,20.321423,75.235716,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,258.157284,301.722725,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',30.802912,208.636695,384.403329,Adult
Tanzania,EXW,Air,Nevirapine,Generic,200mg,Tablet,59.059059,46.45015,12.580665,1.932166,0.167609,'Aurobindo Unit III India',3.961024,56.674231,20.943278,Adult
Nigeria,'N/A - From RDC',Air,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,173.368301,271.612427,11.176838,2.095118,'Mylan (formerly Matrix) Nashik',15.388043,63.733174,294.030958,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,109.421321,129.939524,8.471805,0.796145,'Aurobindo Unit III India',8.895975,39.675515,196.649387,Adult
Zambia,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,8.062929,10.089062,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',4.953613,28.417505,12.46426,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,15.80489,5.252361,2.370619,0.460926,'Strides Bangalore India.',0.725488,17.114476,4.773988,Adult
Tanzania,EXW,Air,Zidovudine,Generic,300mg,Tablet,59.059059,32.533976,18.402913,4.035255,0.377121,'Aurobindo Unit III India',1.287683,19.900954,17.576838,Adult
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.033871,0.072883,14.654737,1.382778,'Aurobindo Unit III India',1.519792,23.33324,0.070053,Adult
Nigeria,'N/A - From RDC','Air Charter',Nevirapine,Generic,200mg,Tablet,59.059059,0.698389,0.199063,2.028774,0.209512,'Aurobindo Unit III India',0.048988,23.33324,0.330806,Adult
Haiti,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,8.062929,2.553768,2.259148,0.209512,'Ranbaxy Paonta Shahib India',4.913956,132.969875,3.154983,Adult
'Cote d Ivoire',FCA,Air,Ritonavir,Norvir,100mg,Tablet,59.059059,4.362917,3.114269,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',0.403567,32.932054,5.183928,Adult
Nigeria,CIP,Air,'Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister',29.029029,0.320969,0.795364,17.590143,3.310287,'BMS Meymac France',0.01283,1.595878,1.203875,Adult
Haiti,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,70.179259,34.724854,3.529919,0.670438,'Mylan (formerly Matrix) Nashik',4.209463,112.131246,57.808065,Adult
'Cote d Ivoire','N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,13.143591,26.016507,14.119675,1.340876,'Mylan (formerly Matrix) Nashik',11.504,66.111645,43.310968,Adult
'Cote d Ivoire',FCA,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,20.256517,76.305499,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',3.592448,63.727512,115.479916,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,54.837274,64.835454,8.434648,0.796145,'Aurobindo Unit III India',6.704348,134.49484,98.121021,Adult
Vietnam,EXW,Air,Efavirenz,Generic,600mg,Tablet,29.029029,22.771041,7.828087,2.452365,0.460926,'Aurobindo Unit III India',3.496805,15.641297,8.473829,Adult
'South Africa',DDP,Truck,Darunavir,Prezista,600mg,Tablet,59.059059,0,0.008511,37.647513,3.519799,'Janssen-Cilag Latina IT',1.519792,23.33324,0.006486,Adult
Uganda,EXW,Air,Darunavir,Prezista,300mg,Tablet,119.119119,0.179033,1.693551,66.882673,3.142678,'Aspen-OSD Port Elizabeth SA',0.018662,3.453069,2.563424,Adult
Zambia,'N/A - From RDC',Truck,Lamivudine,Generic,150mg,Tablet,59.059059,34.87108,8.46388,1.731518,0.167609,'Aurobindo Unit III India',2.366584,23.47976,10.782986,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,80.643809,94.254184,8.33804,0.796145,'Aurobindo Unit III India',6.994777,28.928566,156.908531,Adult
'South Africa',DDP,Truck,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,0.067742,0.138137,14.208852,2.681752,'Mylan (formerly Matrix) Nashik',1.519792,23.33324,0.110269,Adult
Mozambique,'N/A - From RDC',Truck,Zidovudine,Generic,300mg,Tablet,59.059059,11.772619,9.456164,5.729616,0.544731,'Aurobindo Unit III India',4.134815,12.42527,14.310288,Adult
Nigeria,'N/A - From RDC','Air Charter',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,21.175875,41.119556,13.852145,0.670438,'ABBVIE Ludwigshafen Germany',3.769738,15.51701,32.639548,Adult
'South Africa',DDP,Ocean,Efavirenz,Generic,600mg,Tablet,29.029029,220.934584,98.960845,3.195505,0.586633,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',12.634221,35.499441,126.078688,Adult
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.014516,0.029817,13.190749,1.257071,'Aurobindo Unit III India',1.519792,23.33324,0.023351,Adult
Mozambique,'N/A - From RDC',Air,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,'Tablet - FDC',59.059059,1.322585,9.655594,52.019857,4.902577,'GSK Ware (UK)',0.216947,1.894305,11.928484,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,134.353659,115.601329,6.138343,0.586633,'Hetero Unit III Hyderabad IN',70.89137,106.801617,110.415337,Adult
Ghana,EXW,Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,46.945313,40.100434,6.093755,0.586633,'Aurobindo Unit III India',4.253785,64.023004,31.830046,Adult
