country,'vendor inco term','shipment mode','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
'Cote d Ivoire','N/A - From RDC',Air,Efavirenz,Stocrin/Sustiva,50mg,Capsule,29.029029,0.780648,0.282754,2.578699,0.502828,'MSD Haarlem NL',0.332418,6.163421,0.348968,Pediatric
Nigeria,'N/A - From RDC','Air Charter',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,31.217843,43.869768,10.02497,1.885607,'Mylan (formerly Matrix) Nashik',2.286104,24.195376,34.821572,Adult
Nigeria,'N/A - From RDC',Air,'Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,0.120968,0.335182,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',0.008165,2.57809,0.413832,Adult
'Cote d Ivoire',FCA,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,16.514569,70.709791,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',2.942775,51.115501,107.011276,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,19.27103,17.586258,6.509913,0.628536,'Aurobindo Unit III India',1.264355,40.17539,26.614983,Adult
Tanzania,'N/A - From RDC',Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,52.085652,102.546637,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',23.481549,338.05383,97.945888,Adult
Zimbabwe,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,7.740348,2.685488,2.474659,0.460926,'Hetero Jadcherla unit 5 IN',3.594781,32.470121,2.564721,Adult
Haiti,'N/A - From RDC',Air,Stavudine,Generic,1mg/ml,'Oral solution',199.199199,0.64355,0.094086,1.040397,0.041902,'Aurobindo Unit III India',0.045489,23.513145,0.142701,Pediatric
Mozambique,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,109.045513,109.274131,7.149015,0.670438,'Aurobindo Unit III India',21.030986,25.659269,118.293714,Adult
Haiti,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,13.740367,3.335288,1.731518,0.167609,'Strides Bangalore India.',2.05866,63.774189,5.552356,Adult
Vietnam,EXW,Air,Abacavir,Generic,300mg,Tablet,59.059059,0.804841,2.100138,18.57852,1.759899,'Aurobindo Unit III India',0.144631,18.010688,2.594559,Adult
Haiti,'N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,2.766138,0.562198,1.449125,0.041902,'Aurobindo Unit III India',18.702893,558.29709,0.537074,Pediatric
'Cote d Ivoire','N/A - From RDC',Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,2.488718,10.661711,30.543087,1.42468,'ABBVIE (Abbott) Logis. UK',1.519792,23.33324,16.135561,Adult
Nigeria,'N/A - From RDC','Air Charter',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,25.524276,50.254013,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',4.448571,102.447502,47.999336,Adult
Sudan,EXW,Air,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,0.024194,0.053764,14.862816,3.352189,'Standard Diagnostics Korea',0.162127,5.624327,0.089512,'HIV test'
Uganda,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,72.766364,85.047436,8.33804,0.796145,'Aurobindo Unit III India',6.164315,38.198365,128.70957,Adult
'Cote d Ivoire',CIP,Air,Didanosine,Videx,50mg,'Chewable/dispersible tablet',59.059059,3.041945,3.01185,7.059838,0.670438,'BMS Meymac France',0.36391,2.695472,5.013985,Pediatric
Kenya,'N/A - From RDC',Truck,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,2.014523,6.720441,23.780506,6.704379,'Trinity Biotech Plc',0.459553,0.541166,10.17067,'HIV test'
Guyana,'N/A - From RDC',Air,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,2.583879,5.30833,14.647305,0.670438,'Mylan (formerly Matrix) Nashik',0.601852,26.453807,4.213563,Adult
Cameroon,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,112.901977,100.907421,6.376148,0.586633,'Aurobindo Unit III India',21.937263,427.90679,96.380072,Adult
'Cote d Ivoire','N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,81.466392,92.245394,8.077941,1.508485,'Hetero Unit III Hyderabad IN',7.891723,63.100865,88.107321,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,80.643809,61.072007,5.402634,0.502828,'Hetero Unit III Hyderabad IN',12.959641,128.573917,66.113247,Adult
Nigeria,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,51.356617,171.193825,23.780506,6.704379,'Trinity Biotech Plc',10.861324,268.709932,163.512981,'HIV test'
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,148.458543,60.157195,2.890818,0.251414,'Strides Bangalore India.',5.952034,40.061184,57.4578,Pediatric
Zambia,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,44.998532,21.750035,3.448173,0.628536,'Ranbaxy per Shasun Pharma Ltd',19.849444,67.541221,17.264194,Adult
Zimbabwe,'N/A - From RDC',Truck,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,37.095281,15.263802,2.935406,0.293317,'Mylan (formerly Matrix) Nashik',1.110393,5.248808,12.115292,Pediatric
Nigeria,'N/A - From RDC','Air Charter',Efavirenz,Generic,600mg,Tablet,29.029029,82.482524,37.289643,3.225231,0.586633,'Aurobindo Unit III India',81.77369,150.343109,62.077411,Adult
Mozambique,'N/A - From RDC',Air,Ritonavir,Norvir,100mg,Capsule,335.335335,0.229033,0.921621,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',10.504412,34.071177,1.139011,Adult
'South Africa',DDP,Truck,Abacavir,Generic,300mg,Tablet,59.059059,0.15,1.019918,47.992034,4.525456,'Aurobindo Unit III India',1.519792,23.33324,0.974257,Adult
Nigeria,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,3.053236,2.97529,6.948367,0.670438,'Mylan (formerly Matrix) Nashik',0.526037,12.039221,3.675192,Adult
Nigeria,'N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,0.200001,0.171161,6.056598,0.586633,'Aurobindo Unit III India',0.521372,7.696293,0.211457,Adult
'South Africa',DDP,Truck,Atazanavir,Reyataz,150mg,Capsule,59.059059,0.001613,0.008631,19.083856,1.801802,'BMS Evansville US',1.519792,23.33324,0.007784,Pediatric
Zimbabwe,'N/A - From RDC',Truck,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,82.009942,33.744283,2.935406,0.293317,'Aurobindo Unit III India',2.766652,8.971476,26.784927,Pediatric
Ghana,EXW,Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,46.945313,40.100434,6.093755,0.586633,'Aurobindo Unit III India',4.253785,64.023004,31.830046,Adult
Nigeria,'N/A - From RDC','Air Charter',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,28.219446,86.162281,21.781457,1.005657,'Aurobindo Unit III India',5.712926,63.733174,93.274385,Adult
Haiti,'N/A - From RDC',Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,8.240349,1.656975,1.434262,0.041902,'Aurobindo Unit III India',2.146138,51.321472,2.110673,Pediatric
Zimbabwe,FCA,Air,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,1.650005,5.302374,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',1.182709,23.33324,5.740461,Pediatric
Zambia,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,7.256475,24.193587,23.780506,6.704379,'Trinity Biotech Plc',1.578111,60.442057,23.108437,'HIV test'
Pakistan,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,7.230668,60.268914,59.451265,3.352189,'Alere Medical Co. Ltd.',2.272107,74.878151,65.24407,'HIV test'
Zambia,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,8.488737,28.301121,23.780506,6.704379,'Trinity Biotech Plc',2.129809,56.74908,47.113294,'HIV test'
Rwanda,'N/A - From RDC',Air,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,56.450182,32.577337,4.117,0.754243,'Mylan (formerly Matrix) Nashik',3.09907,49.4774,35.266539,Adult
'Congo DRC',EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.567744,1.897853,23.780506,6.704379,'Trinity Biotech Plc',0.592521,13.525244,1.725382,'HIV test'
Nigeria,'N/A - From RDC','Air Charter',Efavirenz,Generic,600mg,Tablet,29.029029,0.301614,0.150034,3.529919,0.670438,'Aurobindo Unit III India',0.019828,33.610453,0.250375,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,4.853241,0.976026,1.434262,0.041902,'Aurobindo Unit III India',3.734747,43.664847,1.624194,Pediatric
Nigeria,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,4.961306,6.208809,8.925121,1.676095,'Aurobindo Unit III India',0.492212,9.706633,7.670813,Adult
Rwanda,'N/A - From RDC',Air,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,0.320969,0.119288,2.63815,0.502828,'Mylan (formerly Matrix) Nashik',0.013997,4.492246,0.108971,Adult
Rwanda,EXW,Air,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,8.062929,65.272283,57.742041,3.268385,'Inverness Japan',1.322674,53.050751,108.661415,'HIV test'
'South Africa',DDP,Truck,Lamivudine,Epivir,150mg,Tablet,59.059059,1.583876,1.698027,7.639488,0.71234,'GSK Cape Town Factory (South Africa)',1.519792,23.33324,1.543762,Adult
Zambia,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,148.539189,177.939215,8.546119,1.59229,'Mylan (formerly Matrix) Nashik',8.964792,23.33324,269.291841,Adult
Uganda,'N/A - From RDC',Truck,Zidovudine,Generic,300mg,Tablet,59.059059,7.091958,5.187166,5.216848,0.502828,'Hetero Unit III Hyderabad IN',0.261269,6.671962,6.608341,Adult
Nigeria,'N/A - From RDC','Air Charter','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,169.376353,241.539647,10.173598,1.927509,'Mylan (formerly Matrix) Nashik',15.620152,128.573917,261.475733,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,50mg,Capsule,29.029029,0.143549,0.062078,3.054309,0.586633,'Aurobindo Unit III India',1.519792,23.33324,0.093404,Pediatric
'South Africa',DDP,Truck,Didanosine,Videx,100mg,'Chewable/dispersible tablet',59.059059,0.009677,0.015348,9.697988,0.921852,'BMS Meymac France',1.519792,23.33324,0.023351,Pediatric
'South Sudan',EXW,Air,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0.0,0.022581,0.012601,3.715704,20.951184,'Alere Medical Co. Ltd.',1.519792,23.33324,0.011676,'HIV test - Ancillary'
Namibia,EXW,Air,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,0.004839,0.050403,55.735561,12.57071,'Chembio Diagnostics Sys. Inc.',0.004666,0.457445,0.076539,'HIV test'
Haiti,'N/A - From RDC',Air,Efavirenz,Generic,50mg,Capsule,29.029029,2.708073,0.632259,1.664635,0.293317,'Aurobindo Unit III India',11.238065,328.906729,0.684963,Pediatric
Zambia,'N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,2.975816,2.046979,4.904729,0.460926,'Hetero Unit III Hyderabad IN',12.381117,77.748212,1.624194,Adult
Guyana,'N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,0.633873,0.123125,1.382242,0.041902,'Aurobindo Unit III India',0.717323,29.069079,0.118052,Pediatric
Haiti,'N/A - From RDC',Air,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,0.462905,0.658066,10.106715,0.251414,'Aurobindo Unit III India',0.870119,20.839492,1.094904,Pediatric
Tanzania,'N/A - From RDC',Truck,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,47.585637,9.666145,1.449125,0.041902,'Aurobindo Unit III India',12.728698,13.302632,12.315073,Pediatric
Vietnam,EXW,Air,Zidovudine,Generic,300mg,Tablet,59.059059,1.043552,0.816534,5.573556,0.502828,'Mylan (formerly Matrix) Nashik',1.792725,46.632335,1.009283,Adult
Mozambique,'N/A - From RDC',Truck,Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,5.482276,7.974475,10.374246,1.969411,'Mylan (formerly Matrix) Nashik',0.367409,6.838713,7.616327,Adult
Vietnam,EXW,Air,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,19.86458,7.346341,2.63815,0.502828,'Hetero Unit III Hyderabad IN',3.303186,25.801439,7.016984,Adult
'South Africa',DDP,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,0.320969,1.038644,22.970482,1.089462,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,1.572303,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,8.101639,3.882802,3.418448,0.335219,'Aurobindo Unit III India',3.186548,36.869669,4.203185,Pediatric
'Cote d Ivoire','N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,13.143591,26.016507,14.119675,1.340876,'Mylan (formerly Matrix) Nashik',11.504,66.111645,43.310968,Adult
Malawi,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.104839,0.887098,59.451265,3.352189,'Alere Medical Co. Ltd.',0.034991,5.072769,0.959987,'HIV test'
Zimbabwe,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,14.632305,3.826154,1.865283,0.167609,'Hetero Unit III Hyderabad IN',2.451729,26.805988,6.369642,Adult
Guyana,FCA,Air,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.032258,0.214587,45.197824,0.838047,'ABBVIE (Abbott) Logis. UK',0.060652,3.784984,0.232213,Pediatric
Benin,EXW,Air,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,2.004845,2.946981,10.478285,1.969411,'Mylan (formerly Matrix) Nashik',0.204116,20.244296,3.754326,Adult
Vietnam,EXW,Air,Abacavir,Generic,300mg,Tablet,59.059059,0.966132,1.154236,8.508962,0.796145,'Hetero Unit III Hyderabad IN',2.272107,10.831947,0.915879,Adult
Nigeria,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,195.086113,73.970644,2.705033,0.502828,'Aurobindo Unit III India',13.260567,53.36858,80.075865,Adult
Mozambique,'N/A - From RDC',Truck,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,6.450021,1.411293,1.560596,0.041902,'Aurobindo Unit III India',1.326173,16.265079,1.798029,Pediatric
Mozambique,EXW,Air,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0.0,0.129033,0.068044,3.715704,20.951184,'Alere Medical Co. Ltd.',0.018662,1.610585,0.073945,'HIV test - Ancillary'
Vietnam,FCA,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,2.256459,19.334709,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',0.243773,3.292325,29.261433,Adult
'South Africa',DDP,Truck,Lamivudine,Generic,150mg,Tablet,59.059059,0.667744,0.680307,7.253054,0.670438,'Hetero Unit III Hyderabad IN',1.519792,23.33324,0.649937,Adult
'Cote d Ivoire','N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,12.901655,6.317214,3.492762,0.670438,'Hetero Unit III Hyderabad IN',0.367409,37.311026,6.839257,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,57.417927,44.260824,5.499242,0.502828,'Cipla Goa India',4.351761,23.40101,54.680324,Adult
Uganda,CIP,Air,Raltegravir,Isentress,400mg,Tablet,59.059059,2.095168,12.121995,41.244315,3.855018,'MSD Haarlem NL',1.519792,23.33324,9.621921,Adult
Zimbabwe,'N/A - From RDC',Truck,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,13.867787,31.46615,16.185607,0.754243,'Mylan (formerly Matrix) Nashik',2.674508,15.635704,30.054071,Adult
Mozambique,'N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,6.450021,5.725816,6.33156,0.586633,'Ranbaxy Paonta Shahib India',1.519792,2.05643,31.149964,Adult
'Cote d Ivoire',EXW,Air,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,2.41775,17.641157,52.019857,2.933166,'Inverness Japan',0.397735,33.657509,26.698009,'HIV test'
Uganda,EXW,Air,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.301614,0.973483,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',0.25777,8.811629,0.773178,Pediatric
Mozambique,'N/A - From RDC',Truck,Zidovudine,Generic,300mg,Tablet,59.059059,70.450227,47.995239,4.860141,0.460926,'Aurobindo Unit III India',7.622289,20.539823,45.84196,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,30.643647,20.813206,4.845278,0.460926,'Hetero Unit III Hyderabad IN',1.963016,22.243036,16.520852,Adult
Uganda,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,85.318017,72.077196,6.026872,0.586633,'Hetero Unit III Hyderabad IN',21.85445,34.029058,57.211316,Adult
Namibia,EXW,Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,43.003365,29.610671,4.912161,0.460926,'Hetero Jadcherla unit 5 IN',4.937284,92.051319,23.504107,Adult
Zambia,FCA,Air,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,1.224197,3.935356,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',0.882949,35.782159,3.758218,Pediatric
'South Africa',DDP,Ocean,Efavirenz,Generic,50mg,Capsule,29.029029,51.740489,12.881607,1.776107,0.335219,'Aurobindo Unit III India',3.109567,74.900868,21.444028,Pediatric
'Cote d Ivoire','N/A - From RDC',Air,Stavudine,Generic,1mg/ml,'Oral solution',199.199199,3.17743,0.46361,1.040397,0.041902,'Aurobindo Unit III India',0.709159,6.890775,0.573397,Pediatric
'South Africa',DDP,Truck,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,5.643567,25.629331,32.386077,1.508485,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,38.787355,Adult
Haiti,'N/A - From RDC',Air,Stavudine,Generic,30mg,Capsule,59.059059,7.111313,1.081756,1.084986,0.083805,'Aurobindo Unit III India',0.333584,13.262343,1.800624,Adult
Tanzania,EXW,Air,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,16.127471,33.602205,14.862816,3.352189,'Standard Diagnostics Korea',3.889875,81.531953,42.810218,'HIV test'
Kenya,'N/A - From RDC',Truck,Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,6.337117,0.006603,0.007431,0.0,'MSD Haarlem NL',1.519792,23.33324,0.010378,Pediatric
'Cote d Ivoire',EXW,Air,'HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,0.804841,6.384419,56.478702,7.96145,'Bio-Rad Laboratories',0.655505,39.003226,7.887458,'HIV test'
Zambia,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,2.483879,1.675115,4.808121,0.460926,'Strides Bangalore India.',22.687245,58.336983,2.534884,Adult
Zambia,'N/A - From RDC',Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,3.954851,13.188193,23.780506,6.704379,'Trinity Biotech Plc',0.957597,18.070104,16.292531,'HIV test'
Vietnam,EXW,Air,Efavirenz,Generic,600mg,Tablet,29.029029,8.062929,2.772182,2.452365,0.460926,'Aurobindo Unit III India',1.519792,23.33324,2.519316,Adult
Zambia,'N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,13.306495,38.163709,20.458667,1.927509,'Aurobindo Unit III India',0.958764,11.402527,47.148321,Adult
Uganda,'N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,0.079033,0.066364,5.870812,0.544731,'Aurobindo Unit III India',0.003499,3.377047,0.099891,Adult
'Congo DRC','N/A - From RDC',Air,Efavirenz,Generic,200mg,Tablet,89.089089,0.501615,0.382662,5.424928,0.335219,'Strides Bangalore India.',0.884116,70.769572,0.365833,Pediatric
Guyana,'N/A - From RDC',Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,1.588715,13.617159,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',0.468884,16.593162,16.823119,Adult
Uganda,CIP,Air,'Didanosine EC','Videx EC',250mg,'Delayed-release capsules - blister',29.029029,0.095162,0.184879,13.629202,2.556044,'BMS Meymac France',3.499138,1.478185,0.280212,Adult
Rwanda,FCA,Air,Ritonavir,Norvir,100mg,Tablet,59.059059,0.175807,0.126596,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',0.050154,3.608704,0.160863,Adult
Mozambique,'N/A - From RDC',Truck,Lamivudine,Generic,150mg,Tablet,59.059059,0.708067,0.128629,1.293065,0.125707,'Micro labs Verna Goa India',0.031492,2.759341,0.102485,Adult
Tanzania,'N/A - From RDC',Air,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.235485,1.015072,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',0.63801,7.226764,1.254469,Pediatric
Tanzania,EXW,Air,Zidovudine,Generic,300mg,Tablet,59.059059,101.9342,58.400632,4.087274,0.377121,'Hetero Unit III Hyderabad IN',4.673682,80.774943,46.355683,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,143.539173,115.430529,5.737047,0.544731,'Cipla Goa India',48.87596,293.26208,91.624246,Adult
Nigeria,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,1.224197,1.206655,7.022681,0.670438,'Aurobindo Unit III India',0.232109,6.617517,1.490574,Adult
'South Africa',DDP,Ocean,Abacavir,Ziagen,20mg/ml,'Oral solution',239.239239,3.617754,3.498715,6.896347,0.167609,'GSK Mississauga (Canada)',1.01475,12.964365,4.457452,Pediatric
Zambia,'N/A - From RDC',Truck,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,75.761535,31.567927,2.972563,0.293317,'Aurobindo Unit III India',3.77557,14.526375,25.056951,Pediatric
'Cote d Ivoire',EXW,Air,Artesunate+Amodiaquine,Generic,50+153mg,'Tablet - FDC + co-blister',23.023023,40.321098,2.940193,0.520199,0.125707,'Ipca Dadra/Nagar Haveli IN',0.739485,29.447498,4.449668,ACT
Haiti,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,30.256549,37.854161,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',2.526378,71.041864,46.765623,Adult
Mozambique,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,2.953235,24.623696,59.451265,3.352189,'Alere Medical Co. Ltd.',0.966928,29.965291,23.518377,'HIV test'
Ethiopia,EXW,Air,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0.0,5.595179,13.40896,17.092239,96.375445,'KHB Test Kit Facility Shanghai China',2.926446,68.639157,20.293341,'HIV test'
Zimbabwe,'N/A - From RDC',Truck,Didanosine,Generic,125mg,'Delayed-release capsules',29.029029,0.167742,0.14995,6.316697,1.173266,'Aurobindo Unit III India',0.011664,11.749391,0.249078,Pediatric
Haiti,EXW,Air,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0.0,0.966132,2.469762,18.20695,102.6608,'KHB Test Kit Facility Shanghai China',0.506209,14.530725,2.673693,'HIV test'
Guyana,'N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,0.335485,0.286182,6.056598,0.586633,'Ranbaxy Paonta Shahib India',0.013997,2.637195,0.354157,Adult
Vietnam,EXW,Air,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,24.65008,24.394865,7.059838,1.340876,'Hetero Unit III Hyderabad IN',1.519792,23.33324,22.170504,Adult
Zimbabwe,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,46.984023,11.061184,1.679498,0.167609,'Hetero Unit III Hyderabad IN',10.048358,171.168654,11.973888,Adult
'South Africa',DDP,Ocean,Efavirenz,Generic,600mg,Tablet,29.029029,149.192417,73.198203,3.500193,0.670438,'Hetero Unit III Hyderabad IN',9.188737,28.080619,93.256223,Adult
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.393566,4.372336,5.781636,0.544731,'Mylan (formerly Matrix) Nashik',8.275461,19.089637,5.570518,Adult
'South Africa',DDP,Truck,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,0.320969,0.202957,4.48857,0.125707,'Aurobindo Unit III India',1.519792,10.820209,0.307455,Pediatric
Rwanda,'N/A - From RDC',Truck,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,1.288714,1.142475,6.316697,0.167609,'Aurobindo Unit III India',0.346415,7.878545,0.906798,Pediatric
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,285.942858,229.946641,5.737047,0.544731,'Mylan (formerly Matrix) Nashik',48.87596,293.26208,182.522015,Adult
Zambia,'N/A - From RDC',Truck,Zidovudine,Generic,300mg,Tablet,59.059059,16.762957,12.259072,5.216848,0.502828,'Hetero Unit III Hyderabad IN',17.419876,54.959418,20.407501,Adult
