'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
FPQ-4509,'Direct Drop',CIP,11/9/09,Didanosine,Videx,50mg,'Chewable/dispersible tablet',59.059059,7.059838,0.670438,'BMS Meymac France',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-14042,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,14.647305,0.670438,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12520,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.376148,0.586633,'Aurobindo Unit III India',Adult
FPQ-12144,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.077941,1.508485,'Hetero Unit III Hyderabad IN',Adult
FPQ-10477,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.402634,0.502828,'Hetero Unit III Hyderabad IN',Adult
FPQ-12812,'Direct Drop',EXW,10/15/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-12086,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.890818,0.251414,'Strides Bangalore India.',Pediatric
FPQ-13221,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.448173,0.628536,'Ranbaxy per Shasun Pharma Ltd',Adult
FPQ-13990,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.935406,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-6243,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.225231,0.586633,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Ritonavir,Norvir,100mg,Capsule,335.335335,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-13035,'Direct Drop',DDP,12/2/13,Abacavir,Generic,300mg,Tablet,59.059059,47.992034,4.525456,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.948367,0.670438,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,6.056598,0.586633,'Aurobindo Unit III India',Adult
FPQ-12523,'Direct Drop',DDP,7/11/14,Atazanavir,Reyataz,150mg,Capsule,59.059059,19.083856,1.801802,'BMS Evansville US',Pediatric
FPQ-13990,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.935406,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-14052,'Direct Drop',EXW,5/23/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.093755,0.586633,'Aurobindo Unit III India',Adult
FPQ-9432,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,21.781457,1.005657,'Aurobindo Unit III India',Adult
FPQ-6801,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.434262,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-9905,'Direct Drop',FCA,7/18/12,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-12845,'Direct Drop',EXW,9/11/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-9899,'Direct Drop',EXW,7/9/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-4692,'Direct Drop',EXW,12/22/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-9888,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,4.117,0.754243,'Mylan (formerly Matrix) Nashik',Adult
FPQ-16001,'Direct Drop',EXW,3/16/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-4537,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.529919,0.670438,'Aurobindo Unit III India',Adult
FPQ-5623,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.434262,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Aurobindo Unit III India',Adult
FPQ-15622,'From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.63815,0.502828,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5792,'Direct Drop',EXW,7/21/10,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,57.742041,3.268385,'Inverness Japan','HIV test'
FPQ-15269,'Direct Drop',DDP,12/10/14,Lamivudine,Epivir,150mg,Tablet,59.059059,7.639488,0.71234,'GSK Cape Town Factory (South Africa)',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,8.546119,1.59229,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8522,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.216848,0.502828,'Hetero Unit III Hyderabad IN',Adult
FPQ-10477,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,10.173598,1.927509,'Mylan (formerly Matrix) Nashik',Adult
FPQ-3560,'Direct Drop',DDP,7/21/09,Efavirenz,Generic,50mg,Capsule,29.029029,3.054309,0.586633,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Didanosine,Videx,100mg,'Chewable/dispersible tablet',59.059059,9.697988,0.921852,'BMS Meymac France',Pediatric
FPQ-15569,'Direct Drop',EXW,2/20/15,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0.0,3.715704,20.951184,'Alere Medical Co. Ltd.','HIV test - Ancillary'
'Pre-PQ Process','Direct Drop',EXW,6/4/09,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,55.735561,12.57071,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-9056,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-14162,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.904729,0.460926,'Hetero Unit III Hyderabad IN',Adult
FPQ-12619,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.382242,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-4384,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,10.106715,0.251414,'Aurobindo Unit III India',Pediatric
FPQ-8303,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,5/14/08,Zidovudine,Generic,300mg,Tablet,59.059059,5.573556,0.502828,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11884,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,10.374246,1.969411,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13034,'Direct Drop',EXW,10/10/13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.63815,0.502828,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,22.970482,1.089462,'ABBVIE Ludwigshafen Germany',Adult
FPQ-10405,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,3.418448,0.335219,'Aurobindo Unit III India',Pediatric
FPQ-4659,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,14.119675,1.340876,'Mylan (formerly Matrix) Nashik',Adult
FPQ-9454,'Direct Drop',EXW,3/28/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-6470,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.865283,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-10268,'Direct Drop',FCA,7/30/12,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,45.197824,0.838047,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-7660,'Direct Drop',EXW,5/27/11,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,10.478285,1.969411,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13976,'Direct Drop',EXW,4/30/14,Abacavir,Generic,300mg,Tablet,59.059059,8.508962,0.796145,'Hetero Unit III Hyderabad IN',Adult
FPQ-9968,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.705033,0.502828,'Aurobindo Unit III India',Adult
FPQ-6981,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-10606,'Direct Drop',EXW,10/10/12,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0.0,3.715704,20.951184,'Alere Medical Co. Ltd.','HIV test - Ancillary'
FPQ-4081,'Direct Drop',FCA,8/12/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',Adult
FPQ-12522,'Direct Drop',DDP,8/13/13,Lamivudine,Generic,150mg,Tablet,59.059059,7.253054,0.670438,'Hetero Unit III Hyderabad IN',Adult
FPQ-10633,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.492762,0.670438,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.499242,0.502828,'Cipla Goa India',Adult
FPQ-13600,'Direct Drop',CIP,2/4/14,Raltegravir,Isentress,400mg,Tablet,59.059059,41.244315,3.855018,'MSD Haarlem NL',Adult
FPQ-12429,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,16.185607,0.754243,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,6.33156,0.586633,'Ranbaxy Paonta Shahib India',Adult
'Pre-PQ Process','Direct Drop',EXW,2/24/09,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,52.019857,2.933166,'Inverness Japan','HIV test'
FPQ-13116,'Direct Drop',EXW,10/30/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-11884,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,4.860141,0.460926,'Aurobindo Unit III India',Adult
FPQ-14370,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.845278,0.460926,'Hetero Unit III Hyderabad IN',Adult
FPQ-13108,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.026872,0.586633,'Hetero Unit III Hyderabad IN',Adult
FPQ-14689,'Direct Drop',EXW,8/29/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.912161,0.460926,'Hetero Jadcherla unit 5 IN',Adult
FPQ-11561,'Direct Drop',FCA,3/28/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-6262,'Direct Drop',DDP,9/24/10,Efavirenz,Generic,50mg,Capsule,29.029029,1.776107,0.335219,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,1mg/ml,'Oral solution',199.199199,1.040397,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-3596,'Direct Drop',DDP,9/22/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,32.386077,1.508485,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.084986,0.083805,'Aurobindo Unit III India',Adult
FPQ-6936,'Direct Drop',EXW,5/2/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.007431,0.0,'MSD Haarlem NL',Pediatric
'Pre-PQ Process','Direct Drop',EXW,8/27/08,'HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,56.478702,7.96145,'Bio-Rad Laboratories','HIV test'
FPQ-4273,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.808121,0.460926,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-16194,'Direct Drop',EXW,5/11/15,Efavirenz,Generic,600mg,Tablet,29.029029,2.452365,0.460926,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,20.458667,1.927509,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.870812,0.544731,'Aurobindo Unit III India',Adult
FPQ-12088,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,5.424928,0.335219,'Strides Bangalore India.',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','Direct Drop',CIP,3/19/09,'Didanosine EC','Videx EC',250mg,'Delayed-release capsules - blister',29.029029,13.629202,2.556044,'BMS Meymac France',Adult
FPQ-8365,'Direct Drop',FCA,11/11/11,Ritonavir,Norvir,100mg,Tablet,59.059059,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',Adult
FPQ-13165,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.293065,0.125707,'Micro labs Verna Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-13418,'Direct Drop',EXW,12/27/13,Zidovudine,Generic,300mg,Tablet,59.059059,4.087274,0.377121,'Hetero Unit III Hyderabad IN',Adult
FPQ-14989,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-7400,'Direct Drop',DDP,3/30/11,Abacavir,Ziagen,20mg/ml,'Oral solution',239.239239,6.896347,0.167609,'GSK Mississauga (Canada)',Pediatric
FPQ-13692,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.972563,0.293317,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,9/3/08,Artesunate+Amodiaquine,Generic,50+153mg,'Tablet - FDC + co-blister',23.023023,0.520199,0.125707,'Ipca Dadra/Nagar Haveli IN',ACT
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',Adult
FPQ-10880,'Direct Drop',EXW,11/6/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,10/27/08,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0.0,17.092239,96.375445,'KHB Test Kit Facility Shanghai China','HIV test'
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,125mg,'Delayed-release capsules',29.029029,6.316697,1.173266,'Aurobindo Unit III India',Pediatric
FPQ-9894,'Direct Drop',EXW,6/13/12,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0.0,18.20695,102.6608,'KHB Test Kit Facility Shanghai China','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,6.056598,0.586633,'Ranbaxy Paonta Shahib India',Adult
FPQ-16194,'Direct Drop',EXW,5/13/15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.059838,1.340876,'Hetero Unit III Hyderabad IN',Adult
FPQ-10632,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-7175,'Direct Drop',DDP,3/23/11,Efavirenz,Generic,600mg,Tablet,29.029029,3.500193,0.670438,'Hetero Unit III Hyderabad IN',Adult
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.781636,0.544731,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,4/2/09,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,4.48857,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-14111,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,6.316697,0.167609,'Aurobindo Unit III India',Pediatric
FPQ-14989,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6222,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.216848,0.502828,'Hetero Unit III Hyderabad IN',Adult
FPQ-14995,'Direct Drop',EXW,10/29/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-8428,'Direct Drop',EXW,10/4/11,Abacavir,Generic,300mg,Tablet,59.059059,10.738385,1.005657,'Aurobindo Unit III India',Adult
FPQ-7053,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Aurobindo Unit III India',Adult
FPQ-10042,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,9.772302,0.921852,'Aurobindo Unit III India',Adult
FPQ-14811,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.134152,1.340876,'Aurobindo Unit VII IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.229422,0.209512,'Hetero Unit III Hyderabad IN',Adult
FPQ-4187,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.543087,1.42468,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-9354,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Macleods Daman Plant INDIA',Adult
FPQ-15568,'Direct Drop',EXW,2/6/15,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,7.750959,1.466583,'Hetero Jadcherla unit 5 IN',Adult
FPQ-14942,'Direct Drop',DDP,5/11/15,Raltegravir,Isentress,400mg,Tablet,59.059059,45.450492,4.274041,'MSD Haarlem NL',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,12.076038,2.262728,'Aurobindo Unit III India',Adult
FPQ-13173,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.492762,0.670438,'Aurobindo Unit VII IN',Adult
FPQ-9229,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,9.772302,0.921852,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6470,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.225231,0.586633,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
'Pre-PQ Process','Direct Drop',EXW,3/31/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.882673,3.771213,'Inverness Japan','HIV test'
FPQ-12932,'Direct Drop',DDP,9/19/13,Efavirenz,Generic,600mg,Tablet,29.029029,11.199132,2.095118,'Hetero Unit III Hyderabad IN',Adult
FPQ-8520,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.917303,0.167609,'Strides Bangalore India.',Adult
FPQ-12248,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.138343,0.586633,'Hetero Unit III Hyderabad IN',Adult
FPQ-11022,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',FCA,12/6/07,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',Adult
FPQ-9968,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,6.138343,0.377121,'Aurobindo Unit III India',Pediatric
FPQ-7898,'Direct Drop',EXW,7/8/11,Efavirenz,Generic,600mg,Tablet,29.029029,3.046877,0.586633,'Strides Bangalore India.',Adult
FPQ-13774,'Direct Drop',EXW,2/28/14,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0.0,3.715704,20.951184,'Alere Medical Co. Ltd.','HIV test - Ancillary'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.007431,0.0,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-6262,'Direct Drop',DDP,9/24/10,Efavirenz,Generic,600mg,Tablet,29.029029,3.366428,0.628536,'Aurobindo Unit III India',Adult
FPQ-14576,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.253054,1.382778,'Mylan (formerly Matrix) Nashik',Adult
FPQ-10477,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,4.741238,0.87995,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,10/27/08,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0.0,17.092239,96.375445,'KHB Test Kit Facility Shanghai China','HIV test'
FPQ-3588,'Direct Drop',CIP,5/13/09,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,'Tablet - FDC',59.059059,39.914093,3.771213,'GSK Ware (UK)',Adult
FPQ-11570,'Direct Drop',EXW,3/14/13,Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC',59.059059,4.458845,0.419024,'Cipla Patalganga India',Pediatric
